tx_id,referencia_externa,fecha_hora,fecha_valor,monto,moneda,tipo_tx,canal,estado,internacional,contracargo,velocity_1h,etiquetas,score_fraude
TX0002272,REF-2026-0002272,2025-10-23T15:35:44Z,2025-10-23,851.95,USD,PAGO_SERVICIO,WEB,APROBADA,true,true,5,internacional|sospechosa,0.59
TX0000166,REF-2026-0000166,2025-10-23T15:43:05Z,2025-10-23,1307.88,USD,PAGO_COMERCIO,WEB,APROBADA,false,false,4,normal,0.55
TX0004899,REF-2026-0004899,2025-10-23T16:14:21Z,2025-10-23,1148.64,USD,PAGO_COMERCIO,APP,APROBADA,false,false,3,normal,0.46
TX0006439,REF-2026-0006439,2025-10-23T16:20:07Z,2025-10-23,894.30,USD,TRANSFERENCIA,WEB,PENDIENTE,false,false,3,normal,0.31
TX0003545,REF-2026-0003545,2025-10-23T16:52:03Z,2025-10-23,143042.63,GTQ,PAGO_COMERCIO,POS,APROBADA,false,false,4,alto_monto,0.58
TX0001275,REF-2026-0001275,2025-10-23T17:09:41Z,2025-10-23,424.16,GTQ,TRANSFERENCIA,APP,APROBADA,false,false,0,normal,0.44
TX0002764,REF-2026-0002764,2025-10-23T17:14:18Z,2025-10-23,434.03,GTQ,RETIRO_ATM,ATM,APROBADA,false,false,7,alta_velocidad,0.44
TX0000527,REF-2026-0000527,2025-10-23T18:04:28Z,2025-10-23,842.10,USD,PAGO_COMERCIO,APP,APROBADA,true,false,5,internacional,0.69
TX0000709,REF-2026-0000709,2025-10-23T18:22:20Z,2025-10-23,259.97,USD,COMPRA_ONLINE,APP,APROBADA,false,false,3,comercio_riesgoso,0.37
TX0005601,REF-2026-0005601,2025-10-23T19:29:06Z,2025-10-23,272.14,USD,PAGO_COMERCIO,WEB,APROBADA,false,false,5,normal,0.46
TX0004792,REF-2026-0004792,2025-10-23T19:33:09Z,2025-10-23,960.69,USD,PAGO_SERVICIO,APP,APROBADA,false,false,3,normal,0.23
TX0002701,REF-2026-0002701,2025-10-23T20:46:11Z,2025-10-23,6618.07,USD,DEPOSITO,ATM,APROBADA,true,false,7,internacional|alta_velocidad,0.46
TX0007123,REF-2026-0007123,2025-10-23T20:48:50Z,2025-10-23,293.33,GTQ,PAGO_COMERCIO,APP,APROBADA,false,false,1,normal,0.39
TX0000230,REF-2026-0000230,2025-10-23T21:32:56Z,2025-10-23,1147.39,USD,TRANSFERENCIA,APP,APROBADA,false,false,1,normal,0.46
TX0005184,REF-2026-0005184,2025-10-23T21:53:33Z,2025-10-23,1487.96,USD,TRANSFERENCIA,API,APROBADA,true,false,4,internacional,0.63
TX0001524,REF-2026-0001524,2025-10-23T22:46:14Z,2025-10-23,2020.24,USD,PAGO_COMERCIO,POS,APROBADA,false,false,2,normal,0.32
TX0005584,REF-2026-0005584,2025-10-23T23:10:55Z,2025-10-23,1011.69,USD,TRANSFERENCIA,WEB,APROBADA,true,false,6,internacional|horario_inusual|dispositivo_riesgoso,0.84
TX0006360,REF-2026-0006360,2025-10-23T23:11:49Z,2025-10-23,790.37,GTQ,TRANSFERENCIA,API,APROBADA,false,false,4,horario_inusual,0.50
TX0000752,REF-2026-0000752,2025-10-23T23:31:46Z,2025-10-23,940.59,GTQ,RETIRO_ATM,ATM,APROBADA,false,false,4,horario_inusual,0.58
TX0007788,REF-2026-0007788,2025-10-23T23:54:06Z,2025-10-23,1326.92,USD,TRANSFERENCIA,APP,APROBADA,false,false,4,horario_inusual,0.57
TX0005768,REF-2026-0005768,2025-10-24T00:05:36Z,2025-10-24,417.03,GTQ,PAGO_SERVICIO,APP,APROBADA,false,false,4,horario_inusual,0.50
TX0007156,REF-2026-0007156,2025-10-24T00:25:54Z,2025-10-24,689.73,USD,COMPRA_ONLINE,APP,APROBADA,true,false,2,internacional|horario_inusual,0.55
TX0008178,REF-2026-0008178,2025-10-24T00:43:59Z,2025-10-24,402.56,USD,PAGO_COMERCIO,WEB,APROBADA,false,false,7,horario_inusual|comercio_riesgoso|alta_velocidad,0.64
TX0002784,REF-2026-0002784,2025-10-24T00:46:35Z,2025-10-24,1797.88,USD,TRANSFERENCIA,API,APROBADA,true,false,6,internacional|horario_inusual,0.59
TX0004251,REF-2026-0004251,2025-10-24T00:58:12Z,2025-10-24,252.61,GTQ,PAGO_SERVICIO,WEB,APROBADA,false,false,4,horario_inusual,0.51
TX0007194,REF-2026-0007194,2025-10-24T01:47:58Z,2025-10-24,404.80,USD,PAGO_COMERCIO,POS,APROBADA,true,false,8,internacional|horario_inusual|alta_velocidad,0.55
TX0004262,REF-2026-0004262,2025-10-24T02:42:58Z,2025-10-24,1640.85,GTQ,PAGO_COMERCIO,POS,APROBADA,false,false,3,horario_inusual,0.43
TX0006590,REF-2026-0006590,2025-10-24T02:47:31Z,2025-10-24,388.78,USD,PAGO_SERVICIO,APP,APROBADA,false,false,2,horario_inusual,0.63
TX0006781,REF-2026-0006781,2025-10-24T03:01:58Z,2025-10-24,239.74,GTQ,PAGO_SERVICIO,APP,APROBADA,false,false,8,horario_inusual|comercio_riesgoso|alta_velocidad,0.53
TX0001896,REF-2026-0001896,2025-10-24T03:36:38Z,2025-10-24,1907.97,USD,TRANSFERENCIA,WEB,APROBADA,false,false,3,horario_inusual,0.41
TX0004621,REF-2026-0004621,2025-10-24T04:15:56Z,2025-10-24,707.66,GTQ,PAGO_SERVICIO,APP,APROBADA,false,false,4,horario_inusual,0.68
TX0003397,REF-2026-0003397,2025-10-24T05:05:44Z,2025-10-24,1721.92,USD,TRANSFERENCIA,API,APROBADA,true,false,4,internacional,0.47
TX0007026,REF-2026-0007026,2025-10-24T05:45:06Z,2025-10-24,700.61,GTQ,TRANSFERENCIA,WEB,APROBADA,false,false,4,normal,0.42
TX0008090,REF-2026-0008090,2025-10-24T06:28:28Z,2025-10-24,597.66,GTQ,PAGO_SERVICIO,APP,APROBADA,false,false,4,normal,0.41
TX0002194,REF-2026-0002194,2025-10-24T06:33:23Z,2025-10-24,3436.97,USD,TRANSFERENCIA,WEB,APROBADA,false,false,3,normal,0.37
TX0005608,REF-2026-0005608,2025-10-24T06:41:34Z,2025-10-24,457.04,GTQ,RETIRO_ATM,ATM,APROBADA,false,false,4,normal,0.32
TX0008809,REF-2026-0008809,2025-10-24T06:54:03Z,2025-10-24,372.59,USD,PAGO_SERVICIO,WEB,APROBADA,true,false,4,internacional,0.57
TX0006632,REF-2026-0006632,2025-10-24T07:00:02Z,2025-10-24,222.02,USD,PAGO_SERVICIO,WEB,APROBADA,false,false,2,normal,0.45
TX0008148,REF-2026-0008148,2025-10-24T07:00:29Z,2025-10-24,432.81,GTQ,PAGO_COMERCIO,APP,APROBADA,false,false,3,comercio_riesgoso,0.39
TX0001249,REF-2026-0001249,2025-10-24T07:11:35Z,2025-10-24,1566.55,GTQ,TRANSFERENCIA,APP,APROBADA,false,false,4,normal,0.36
TX0001688,REF-2026-0001688,2025-10-24T07:22:17Z,2025-10-24,1136.45,GTQ,TRANSFERENCIA,API,APROBADA,false,false,6,normal,0.34
TX0001784,REF-2026-0001784,2025-10-24T08:24:53Z,2025-10-24,1170.28,USD,TRANSFERENCIA,APP,APROBADA,true,false,5,internacional|dispositivo_riesgoso,0.76
TX0002396,REF-2026-0002396,2025-10-24T08:42:17Z,2025-10-24,157.85,USD,PAGO_COMERCIO,WEB,APROBADA,false,false,6,dispositivo_riesgoso,0.53
TX0007948,REF-2026-0007948,2025-10-24T08:46:09Z,2025-10-24,373.64,GTQ,PAGO_COMERCIO,APP,APROBADA,false,false,5,comercio_riesgoso,0.55
TX0002218,REF-2026-0002218,2025-10-24T08:50:54Z,2025-10-24,3644.40,GTQ,TRANSFERENCIA,WEB,APROBADA,false,false,2,normal,0.34
TX0002945,REF-2026-0002945,2025-10-24T09:25:08Z,2025-10-24,419.39,USD,COMPRA_ONLINE,WEB,APROBADA,false,false,3,normal,0.46
TX0004086,REF-2026-0004086,2025-10-24T09:36:27Z,2025-10-24,596.36,GTQ,PAGO_SERVICIO,WEB,APROBADA,false,false,3,normal,0.50
TX0007913,REF-2026-0007913,2025-10-24T10:09:04Z,2025-10-24,2149.61,GTQ,TRANSFERENCIA,APP,APROBADA,false,false,4,dispositivo_riesgoso,0.63
TX0006956,REF-2026-0006956,2025-10-24T10:12:48Z,2025-10-24,1189.41,USD,TRANSFERENCIA,API,APROBADA,false,false,1,normal,0.37
TX0008804,REF-2026-0008804,2025-10-24T11:12:47Z,2025-10-24,2443.05,USD,TRANSFERENCIA,API,APROBADA,false,false,3,normal,0.43
TX0003370,REF-2026-0003370,2025-10-24T12:23:46Z,2025-10-24,4057.38,USD,DEPOSITO,SUCURSAL,APROBADA,false,false,5,normal,0.29
TX0000451,REF-2026-0000451,2025-10-24T12:25:20Z,2025-10-24,3415.94,GTQ,PAGO_COMERCIO,WEB,APROBADA,false,false,1,normal,0.44
TX0001448,REF-2026-0001448,2025-10-24T13:56:17Z,2025-10-24,3107.13,GTQ,TRANSFERENCIA,APP,APROBADA,false,false,1,normal,0.31
TX0004756,REF-2026-0004756,2025-10-24T14:21:45Z,2025-10-24,1232.30,GTQ,TRANSFERENCIA,API,APROBADA,false,false,6,dispositivo_riesgoso,0.44
TX0007824,REF-2026-0007824,2025-10-24T14:27:40Z,2025-10-24,863.44,USD,TRANSFERENCIA,WEB,APROBADA,false,false,4,dispositivo_riesgoso,0.56
TX0006314,REF-2026-0006314,2025-10-24T14:51:12Z,2025-10-24,1782.84,GTQ,DEPOSITO,SUCURSAL,APROBADA,false,false,7,dispositivo_riesgoso|alta_velocidad,0.65
TX0006329,REF-2026-0006329,2025-10-24T15:25:21Z,2025-10-24,831.78,GTQ,TRANSFERENCIA,WEB,APROBADA,false,false,6,normal,0.50
TX0005606,REF-2026-0005606,2025-10-24T15:52:34Z,2025-10-24,4235.81,GTQ,TRANSFERENCIA,API,APROBADA,false,false,4,normal,0.33
TX0003588,REF-2026-0003588,2025-10-24T16:25:46Z,2025-10-24,2878.19,GTQ,TRANSFERENCIA,WEB,APROBADA,false,false,0,normal,0.22
TX0002497,REF-2026-0002497,2025-10-24T17:05:23Z,2025-10-24,1276.38,GTQ,PAGO_COMERCIO,WEB,APROBADA,false,false,0,normal,0.32
TX0000551,REF-2026-0000551,2025-10-24T17:17:21Z,2025-10-24,835.74,USD,TRANSFERENCIA,API,APROBADA,false,false,4,normal,0.33
TX0007682,REF-2026-0007682,2025-10-24T17:35:58Z,2025-10-24,2186.08,USD,DEPOSITO,ATM,APROBADA,true,false,3,internacional,0.61
TX0005026,REF-2026-0005026,2025-10-24T18:38:56Z,2025-10-24,1071.70,USD,TRANSFERENCIA,WEB,APROBADA,true,false,4,internacional,0.53
TX0007252,REF-2026-0007252,2025-10-24T20:09:39Z,2025-10-24,4900.47,USD,PAGO_COMERCIO,POS,APROBADA,true,false,3,internacional,0.64
TX0003631,REF-2026-0003631,2025-10-24T20:14:32Z,2025-10-24,1434.91,USD,TRANSFERENCIA,APP,APROBADA,true,false,4,internacional,0.40
TX0008772,REF-2026-0008772,2025-10-24T21:08:56Z,2025-10-24,624.52,GTQ,PAGO_SERVICIO,WEB,APROBADA,false,false,4,normal,0.37
TX0006947,REF-2026-0006947,2025-10-24T21:27:01Z,2025-10-24,1989.97,GTQ,PAGO_COMERCIO,APP,APROBADA,false,false,4,normal,0.43
TX0001159,REF-2026-0001159,2025-10-24T22:16:40Z,2025-10-24,375.24,USD,RETIRO_ATM,ATM,APROBADA,false,false,7,dispositivo_riesgoso|alta_velocidad,0.49
TX0005745,REF-2026-0005745,2025-10-24T22:36:06Z,2025-10-24,1984.42,USD,TRANSFERENCIA,API,APROBADA,true,false,4,internacional,0.46
TX0002374,REF-2026-0002374,2025-10-24T23:15:48Z,2025-10-24,2235.47,GTQ,PAGO_COMERCIO,WEB,APROBADA,false,false,5,horario_inusual,0.42
TX0003179,REF-2026-0003179,2025-10-24T23:18:43Z,2025-10-24,369.73,GTQ,RETIRO_ATM,ATM,APROBADA,false,false,1,horario_inusual,0.43
TX0003614,REF-2026-0003614,2025-10-24T23:29:51Z,2025-10-24,415.91,GTQ,PAGO_COMERCIO,WEB,APROBADA,false,false,9,horario_inusual|dispositivo_riesgoso|comercio_riesgoso|alta_velocidad,0.82
TX0005285,REF-2026-0005285,2025-10-24T23:31:16Z,2025-10-24,5431.79,USD,PAGO_COMERCIO,APP,APROBADA,false,false,3,horario_inusual|comercio_riesgoso,0.71
TX0005203,REF-2026-0005203,2025-10-24T23:37:38Z,2025-10-24,919.03,USD,PAGO_SERVICIO,WEB,APROBADA,true,false,3,internacional|horario_inusual|comercio_riesgoso,0.68
TX0006089,REF-2026-0006089,2025-10-24T23:57:09Z,2025-10-24,465.49,USD,PAGO_SERVICIO,WEB,APROBADA,true,false,6,internacional|horario_inusual,0.72
TX0008158,REF-2026-0008158,2025-10-25T00:15:31Z,2025-10-25,1112.16,USD,TRANSFERENCIA,WEB,APROBADA,false,false,5,horario_inusual,0.34
TX0001026,REF-2026-0001026,2025-10-25T00:20:29Z,2025-10-25,304.06,USD,PAGO_COMERCIO,WEB,APROBADA,true,false,7,internacional|horario_inusual|alta_velocidad,0.74
TX0008713,REF-2026-0008713,2025-10-25T01:51:03Z,2025-10-25,102.77,USD,PAGO_COMERCIO,APP,PENDIENTE,true,false,6,internacional|horario_inusual,0.66
TX0003246,REF-2026-0003246,2025-10-25T02:32:00Z,2025-10-25,777.82,GTQ,DEPOSITO,APP,APROBADA,false,false,4,horario_inusual,0.50
TX0002993,REF-2026-0002993,2025-10-25T03:43:01Z,2025-10-25,1808.23,USD,TRANSFERENCIA,API,APROBADA,false,false,5,horario_inusual,0.47
TX0005561,REF-2026-0005561,2025-10-25T03:44:00Z,2025-10-25,214.82,GTQ,RETIRO_ATM,ATM,APROBADA,false,false,5,horario_inusual,0.30
TX0003823,REF-2026-0003823,2025-10-25T03:53:31Z,2025-10-25,740.70,USD,TRANSFERENCIA,API,PENDIENTE,true,false,7,internacional|horario_inusual|alta_velocidad,0.64
TX0007395,REF-2026-0007395,2025-10-25T04:17:26Z,2025-10-25,464.22,USD,RETIRO_ATM,ATM,APROBADA,false,false,6,horario_inusual,0.51
TX0002938,REF-2026-0002938,2025-10-25T04:23:03Z,2025-10-25,87634.12,USD,TRANSFERENCIA,WEB,APROBADA,false,false,5,alto_monto|horario_inusual,0.56
TX0008595,REF-2026-0008595,2025-10-25T04:40:39Z,2025-10-25,211.43,USD,PAGO_COMERCIO,APP,APROBADA,false,false,4,horario_inusual|comercio_riesgoso,0.68
TX0005968,REF-2026-0005968,2025-10-25T05:02:13Z,2025-10-25,590.09,GTQ,PAGO_SERVICIO,APP,APROBADA,false,false,2,normal,0.30
TX0002407,REF-2026-0002407,2025-10-25T05:10:14Z,2025-10-25,485.37,GTQ,TRANSFERENCIA,APP,APROBADA,false,false,1,normal,0.39
TX0001493,REF-2026-0001493,2025-10-25T06:02:18Z,2025-10-25,403.93,USD,PAGO_SERVICIO,WEB,APROBADA,true,false,3,internacional,0.58
TX0000841,REF-2026-0000841,2025-10-25T07:00:54Z,2025-10-25,1428.55,USD,TRANSFERENCIA,WEB,PENDIENTE,true,false,3,internacional,0.62
TX0008209,REF-2026-0008209,2025-10-25T07:09:51Z,2025-10-25,950.74,USD,PAGO_COMERCIO,WEB,APROBADA,true,false,6,internacional,0.67
TX0005267,REF-2026-0005267,2025-10-25T07:16:51Z,2025-10-25,7520.04,USD,TRANSFERENCIA,API,APROBADA,true,false,7,internacional|dispositivo_riesgoso|alta_velocidad,0.69
TX0006332,REF-2026-0006332,2025-10-25T07:23:34Z,2025-10-25,1716.15,USD,COMPRA_ONLINE,APP,APROBADA,true,false,6,internacional|comercio_riesgoso,0.79
TX0005067,REF-2026-0005067,2025-10-25T08:19:25Z,2025-10-25,1475.25,GTQ,COMPRA_ONLINE,APP,APROBADA,false,false,3,comercio_riesgoso,0.58
TX0000294,REF-2026-0000294,2025-10-25T08:34:04Z,2025-10-25,694.85,USD,PAGO_SERVICIO,WEB,APROBADA,true,false,4,internacional,0.57
TX0007126,REF-2026-0007126,2025-10-25T09:10:03Z,2025-10-25,377.64,GTQ,PAGO_COMERCIO,WEB,APROBADA,false,false,4,normal,0.46
TX0001420,REF-2026-0001420,2025-10-25T09:51:50Z,2025-10-25,414.46,USD,RETIRO_ATM,ATM,APROBADA,false,false,7,alta_velocidad,0.28
TX0005636,REF-2026-0005636,2025-10-25T10:27:02Z,2025-10-25,655.94,USD,PAGO_COMERCIO,APP,APROBADA,false,false,4,normal,0.53
TX0005641,REF-2026-0005641,2025-10-25T10:48:55Z,2025-10-25,1994.62,USD,TRANSFERENCIA,API,APROBADA,false,false,4,normal,0.46
TX0002127,REF-2026-0002127,2025-10-25T10:55:31Z,2025-10-25,1668.72,GTQ,PAGO_COMERCIO,POS,APROBADA,false,false,6,comercio_riesgoso,0.43
TX0008057,REF-2026-0008057,2025-10-25T12:13:30Z,2025-10-25,772.93,USD,PAGO_COMERCIO,POS,APROBADA,true,false,6,internacional,0.56
TX0002440,REF-2026-0002440,2025-10-25T12:28:44Z,2025-10-25,300.29,GTQ,PAGO_COMERCIO,APP,APROBADA,false,false,9,alta_velocidad,0.40
TX0003728,REF-2026-0003728,2025-10-25T12:40:13Z,2025-10-25,1214.85,GTQ,COMPRA_ONLINE,WEB,APROBADA,false,false,7,comercio_riesgoso|alta_velocidad,0.63
TX0001575,REF-2026-0001575,2025-10-25T12:44:23Z,2025-10-25,682.22,USD,PAGO_COMERCIO,WEB,APROBADA,false,false,1,normal,0.46
TX0006541,REF-2026-0006541,2025-10-25T13:28:13Z,2025-10-25,425.88,USD,PAGO_COMERCIO,POS,APROBADA,false,false,4,normal,0.48
TX0003344,REF-2026-0003344,2025-10-25T13:30:49Z,2025-10-25,587.36,GTQ,COMPRA_ONLINE,WEB,APROBADA,false,false,3,normal,0.48
TX0003831,REF-2026-0003831,2025-10-25T13:36:07Z,2025-10-25,2205.37,USD,PAGO_SERVICIO,APP,APROBADA,false,false,4,normal,0.32
TX0005112,REF-2026-0005112,2025-10-25T14:25:23Z,2025-10-25,857.00,GTQ,RETIRO_ATM,ATM,PENDIENTE,false,false,3,normal,0.36
TX0006767,REF-2026-0006767,2025-10-25T14:51:53Z,2025-10-25,3600.84,GTQ,TRANSFERENCIA,API,APROBADA,false,false,3,normal,0.33
TX0008604,REF-2026-0008604,2025-10-25T14:55:39Z,2025-10-25,1080.53,USD,PAGO_SERVICIO,APP,APROBADA,false,false,6,normal,0.49
TX0005232,REF-2026-0005232,2025-10-25T15:12:28Z,2025-10-25,1010.63,USD,TRANSFERENCIA,WEB,APROBADA,false,false,4,normal,0.58
TX0005315,REF-2026-0005315,2025-10-25T15:14:13Z,2025-10-25,543.58,GTQ,COMPRA_ONLINE,APP,APROBADA,false,true,6,dispositivo_riesgoso|comercio_riesgoso|sospechosa,0.64
TX0004937,REF-2026-0004937,2025-10-25T15:54:46Z,2025-10-25,609.17,USD,COMPRA_ONLINE,WEB,APROBADA,true,false,4,internacional,0.53
TX0002234,REF-2026-0002234,2025-10-25T16:23:44Z,2025-10-25,1961.48,USD,PAGO_COMERCIO,POS,APROBADA,false,false,6,comercio_riesgoso,0.51
TX0001216,REF-2026-0001216,2025-10-25T18:06:58Z,2025-10-25,715.16,USD,TRANSFERENCIA,API,APROBADA,false,false,3,normal,0.40
TX0007189,REF-2026-0007189,2025-10-25T18:34:22Z,2025-10-25,2985.42,USD,TRANSFERENCIA,APP,APROBADA,false,false,8,dispositivo_riesgoso|alta_velocidad,0.63
TX0002533,REF-2026-0002533,2025-10-25T19:05:01Z,2025-10-25,278.75,USD,RETIRO_ATM,ATM,APROBADA,false,false,4,normal,0.44
TX0008327,REF-2026-0008327,2025-10-25T19:42:29Z,2025-10-25,270.01,USD,RETIRO_ATM,ATM,PENDIENTE,true,false,7,internacional|alta_velocidad,0.48
TX0007750,REF-2026-0007750,2025-10-25T19:52:38Z,2025-10-25,2361.34,USD,PAGO_COMERCIO,POS,APROBADA,true,false,1,internacional,0.50
TX0008928,REF-2026-0008928,2025-10-25T20:06:36Z,2025-10-25,818.56,GTQ,COMPRA_ONLINE,WEB,APROBADA,false,false,4,normal,0.30
TX0002193,REF-2026-0002193,2025-10-25T20:34:56Z,2025-10-25,935.40,USD,TRANSFERENCIA,API,APROBADA,false,false,7,alta_velocidad,0.45
TX0005241,REF-2026-0005241,2025-10-25T20:57:45Z,2025-10-25,5580.56,USD,TRANSFERENCIA,APP,APROBADA,true,false,8,internacional|alta_velocidad,0.60
TX0000234,REF-2026-0000234,2025-10-25T20:58:41Z,2025-10-25,154.76,GTQ,PAGO_SERVICIO,APP,APROBADA,false,false,6,comercio_riesgoso,0.48
TX0002910,REF-2026-0002910,2025-10-25T21:16:07Z,2025-10-25,252.56,GTQ,COMPRA_ONLINE,APP,APROBADA,false,false,2,normal,0.35
TX0005733,REF-2026-0005733,2025-10-25T22:00:40Z,2025-10-25,1318.14,USD,TRANSFERENCIA,APP,APROBADA,true,false,3,internacional,0.62
TX0005650,REF-2026-0005650,2025-10-25T22:13:23Z,2025-10-25,719.06,USD,DEPOSITO,SUCURSAL,APROBADA,false,false,4,normal,0.28
TX0002002,REF-2026-0002002,2025-10-25T22:15:05Z,2025-10-25,517.02,GTQ,RETIRO_ATM,ATM,APROBADA,false,false,7,alta_velocidad,0.37
TX0006815,REF-2026-0006815,2025-10-25T22:27:02Z,2025-10-25,1222.48,USD,RETIRO_ATM,ATM,APROBADA,false,false,3,normal,0.36
TX0004655,REF-2026-0004655,2025-10-25T23:49:59Z,2025-10-25,3644.93,GTQ,DEPOSITO,SUCURSAL,APROBADA,false,false,5,horario_inusual,0.49
TX0007478,REF-2026-0007478,2025-10-25T23:50:07Z,2025-10-25,277.06,GTQ,RETIRO_ATM,ATM,APROBADA,false,false,2,horario_inusual|dispositivo_riesgoso,0.69
TX0000431,REF-2026-0000431,2025-10-25T23:51:26Z,2025-10-25,3478.50,GTQ,TRANSFERENCIA,APP,APROBADA,false,false,0,horario_inusual,0.47
TX0006696,REF-2026-0006696,2025-10-26T00:20:59Z,2025-10-26,1014.94,GTQ,RETIRO_ATM,ATM,PENDIENTE,false,false,5,horario_inusual,0.49
TX0007408,REF-2026-0007408,2025-10-26T00:53:15Z,2025-10-26,543.75,USD,DEPOSITO,SUCURSAL,APROBADA,true,false,6,internacional|horario_inusual,0.66
TX0006557,REF-2026-0006557,2025-10-26T01:10:19Z,2025-10-26,505.13,USD,TRANSFERENCIA,APP,APROBADA,false,false,6,horario_inusual,0.46
TX0003566,REF-2026-0003566,2025-10-26T01:48:06Z,2025-10-26,4316.17,GTQ,DEPOSITO,APP,APROBADA,false,false,6,horario_inusual,0.34
TX0001788,REF-2026-0001788,2025-10-26T02:30:46Z,2025-10-26,471.74,GTQ,PAGO_COMERCIO,APP,APROBADA,false,false,6,horario_inusual,0.69
TX0002663,REF-2026-0002663,2025-10-26T02:33:07Z,2025-10-26,969.05,USD,RETIRO_ATM,ATM,APROBADA,true,false,5,internacional|horario_inusual,0.71
TX0001205,REF-2026-0001205,2025-10-26T02:46:19Z,2025-10-26,10889.78,USD,DEPOSITO,APP,APROBADA,true,false,5,internacional|alto_monto|horario_inusual|sospechosa,0.88
TX0005509,REF-2026-0005509,2025-10-26T03:51:13Z,2025-10-26,844.35,GTQ,TRANSFERENCIA,APP,APROBADA,false,false,3,horario_inusual,0.33
TX0001183,REF-2026-0001183,2025-10-26T04:13:42Z,2025-10-26,1197.10,USD,TRANSFERENCIA,APP,APROBADA,false,false,4,horario_inusual,0.39
TX0006007,REF-2026-0006007,2025-10-26T04:27:39Z,2025-10-26,332.80,USD,PAGO_COMERCIO,WEB,APROBADA,true,true,6,internacional|horario_inusual|sospechosa,0.69
TX0003719,REF-2026-0003719,2025-10-26T04:48:06Z,2025-10-26,2183.76,USD,TRANSFERENCIA,WEB,PENDIENTE,true,false,5,internacional|horario_inusual,0.63
TX0007734,REF-2026-0007734,2025-10-26T04:50:36Z,2025-10-26,1248.74,GTQ,PAGO_COMERCIO,WEB,APROBADA,false,false,4,horario_inusual,0.52
TX0005306,REF-2026-0005306,2025-10-26T05:14:49Z,2025-10-26,2115.30,USD,TRANSFERENCIA,API,PENDIENTE,false,false,4,normal,0.43
TX0001605,REF-2026-0001605,2025-10-26T05:53:43Z,2025-10-26,132.20,USD,COMPRA_ONLINE,WEB,APROBADA,true,false,5,internacional|dispositivo_riesgoso,0.70
TX0006322,REF-2026-0006322,2025-10-26T05:56:43Z,2025-10-26,1879.94,GTQ,COMPRA_ONLINE,WEB,APROBADA,false,false,5,normal,0.37
TX0008537,REF-2026-0008537,2025-10-26T06:46:10Z,2025-10-26,1917.23,USD,COMPRA_ONLINE,APP,APROBADA,true,false,7,internacional|comercio_riesgoso|alta_velocidad,0.67
TX0001019,REF-2026-0001019,2025-10-26T07:11:14Z,2025-10-26,339.76,USD,DEPOSITO,ATM,APROBADA,false,false,6,normal,0.42
TX0004013,REF-2026-0004013,2025-10-26T07:28:02Z,2025-10-26,1198.09,USD,RETIRO_ATM,ATM,APROBADA,false,false,4,normal,0.39
TX0004650,REF-2026-0004650,2025-10-26T08:09:00Z,2025-10-26,2148.09,USD,PAGO_COMERCIO,WEB,APROBADA,false,false,6,normal,0.50
TX0002152,REF-2026-0002152,2025-10-26T08:34:21Z,2025-10-26,1018.72,GTQ,TRANSFERENCIA,API,APROBADA,false,false,4,normal,0.32
TX0008623,REF-2026-0008623,2025-10-26T08:39:20Z,2025-10-26,711.57,USD,PAGO_COMERCIO,POS,APROBADA,true,false,8,internacional|comercio_riesgoso|alta_velocidad,0.70
