cuenta_origen_id,cuenta_destino_id,tipo_vinculo,fecha_deteccion,score_vinculo,evidencia,activo
CU000034,CU000035,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000035,CU000036,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000036,CU000037,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000037,CU000038,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000038,CU000039,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000039,CU000040,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000040,CU000041,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000041,CU000042,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000042,CU000043,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000043,CU000044,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000044,CU000045,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000045,CU000046,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000046,CU000047,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000047,CU000048,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000048,CU000049,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000049,CU000050,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000050,CU000051,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000051,CU000052,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000052,CU000053,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000053,CU000054,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000054,CU000055,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000055,CU000056,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000056,CU000057,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000057,CU000058,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000058,CU000059,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000059,CU000060,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000060,CU000061,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000061,CU000062,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000062,CU000063,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000063,CU000064,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000064,CU000065,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000065,CU000066,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000066,CU000067,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000067,CU000068,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000068,CU000069,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000069,CU000070,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000070,CU000071,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000071,CU000072,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000072,CU000073,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000073,CU000074,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000074,CU000075,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000075,CU000076,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000076,CU000077,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000077,CU000078,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000078,CU000079,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000079,CU000080,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000080,CU000081,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000081,CU000082,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000082,CU000083,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000083,CU000084,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000084,CU000085,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000085,CU000086,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000086,CU000087,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000087,CU000088,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000088,CU000089,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000089,CU000090,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000090,CU000091,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000091,CU000092,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000092,CU000093,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000093,CU000094,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000094,CU000095,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000095,CU000096,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000096,CU000097,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000097,CU000098,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000098,CU000099,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000099,CU000100,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000100,CU000101,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000101,CU000102,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000102,CU000103,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000103,CU000104,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000104,CU000105,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000105,CU000106,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000106,CU000107,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000107,CU000108,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000108,CU000109,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000109,CU000110,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000110,CU000111,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000111,CU000112,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000112,CU000113,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000113,CU000114,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000114,CU000115,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000115,CU000116,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000116,CU000117,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000117,CU000118,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000118,CU000119,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000119,CU000120,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000120,CU000121,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000121,CU000122,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000122,CU000123,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000123,CU000124,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000124,CU000125,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000125,CU000126,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000126,CU000127,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000127,CU000128,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000128,CU000129,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000129,CU000130,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000130,CU000131,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000131,CU000132,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000132,CU000133,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000133,CU000134,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000134,CU000135,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000135,CU000136,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000136,CU000137,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000137,CU000138,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000138,CU000139,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000139,CU000140,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000140,CU000141,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000141,CU000142,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000142,CU000143,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000143,CU000144,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000144,CU000145,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000145,CU000146,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000146,CU000147,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000147,CU000148,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000148,CU000149,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000149,CU000150,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000150,CU000151,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000151,CU000152,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000152,CU000153,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000153,CU000154,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000154,CU000155,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000155,CU000156,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000156,CU000157,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000157,CU000158,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000158,CU000159,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000159,CU000160,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000160,CU000161,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000161,CU000162,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000162,CU000163,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000163,CU000164,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000164,CU000165,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000165,CU000166,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000166,CU000167,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000167,CU000168,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000168,CU000169,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000169,CU000170,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000170,CU000171,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000171,CU000172,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000172,CU000173,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000173,CU000174,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000174,CU000175,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000175,CU000176,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000176,CU000177,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000177,CU000178,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000178,CU000179,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000179,CU000180,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000180,CU000181,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000181,CU000182,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000182,CU000183,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000183,CU000184,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000184,CU000185,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000185,CU000186,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000186,CU000187,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000187,CU000188,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000188,CU000189,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000189,CU000190,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000190,CU000191,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000191,CU000192,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000192,CU000193,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000193,CU000194,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000194,CU000195,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000195,CU000196,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000196,CU000197,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000197,CU000198,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000198,CU000199,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000199,CU000200,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000200,CU000201,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000201,CU000202,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000202,CU000203,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000203,CU000204,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000204,CU000205,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000205,CU000206,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000206,CU000207,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000207,CU000208,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000208,CU000209,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000209,CU000210,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000210,CU000211,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000211,CU000212,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000212,CU000213,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000213,CU000214,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000214,CU000215,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000215,CU000216,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000216,CU000217,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000217,CU000218,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000218,CU000219,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000219,CU000220,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000220,CU000221,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000221,CU000222,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000222,CU000223,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000223,CU000224,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000224,CU000225,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000225,CU000226,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000226,CU000227,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000227,CU000228,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000228,CU000229,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000229,CU000230,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000230,CU000231,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000231,CU000232,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000232,CU000233,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000233,CU000234,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000234,CU000235,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000235,CU000236,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000236,CU000237,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000237,CU000238,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000238,CU000239,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000239,CU000240,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000240,CU000241,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000241,CU000242,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000242,CU000243,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000243,CU000244,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000244,CU000245,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000245,CU000246,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000246,CU000247,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000247,CU000248,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000248,CU000249,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000249,CU000250,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000250,CU000251,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000251,CU000252,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000252,CU000253,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000253,CU000254,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000254,CU000255,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000255,CU000256,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000256,CU000257,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000257,CU000258,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000258,CU000259,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000259,CU000260,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000260,CU000261,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000261,CU000262,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000262,CU000263,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000263,CU000264,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000264,CU000265,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000265,CU000266,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000266,CU000267,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000267,CU000268,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000268,CU000269,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000269,CU000270,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000270,CU000271,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000271,CU000272,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
CU000272,CU000273,BACKBONE_CONECTIVIDAD,2026-04-21,0.01,conexion_global|backbone,true
