tx_origen_id,tx_destino_id,delta_segundos,misma_ip,misma_ubicacion,patron,score_patron
TX0005138,TX0005748,7634602,true,false,SECUENCIA_NORMAL,0.22
TX0001513,TX0003597,5245066,false,false,SECUENCIA_NORMAL,0.36
TX0005968,TX0006110,1901088,true,false,SECUENCIA_NORMAL,0.33
TX0002614,TX0004627,806760,true,false,SECUENCIA_NORMAL,0.24
TX0002407,TX0007602,3897680,true,false,SECUENCIA_NORMAL,0.30
TX0007602,TX0005319,1427223,true,false,SECUENCIA_NORMAL,0.38
TX0008245,TX0000304,1061531,true,false,SECUENCIA_NORMAL,0.27
TX0000304,TX0007251,1884521,true,false,SECUENCIA_NORMAL,0.30
TX0006773,TX0005894,19990,true,false,SECUENCIA_NORMAL,0.33
TX0005894,TX0003944,8243470,true,false,SECUENCIA_NORMAL,0.23
TX0000841,TX0007657,3893704,true,false,SECUENCIA_NORMAL,0.22
TX0007657,TX0002404,2742988,true,false,SECUENCIA_NORMAL,0.30
TX0001145,TX0001269,621311,true,false,SECUENCIA_NORMAL,0.34
TX0007821,TX0005839,3504565,false,false,SECUENCIA_NORMAL,0.36
TX0005839,TX0007127,1489299,true,false,SECUENCIA_NORMAL,0.25
TX0002954,TX0003988,3948855,true,false,SECUENCIA_NORMAL,0.28
TX0007141,TX0006328,8836214,true,false,SECUENCIA_NORMAL,0.31
TX0005076,TX0004356,740890,true,false,SECUENCIA_NORMAL,0.28
TX0003635,TX0006000,5737550,true,false,SECUENCIA_NORMAL,0.25
TX0005641,TX0003831,10032,true,false,SECUENCIA_NORMAL,0.24
TX0001114,TX0002340,11158507,false,false,SECUENCIA_NORMAL,0.33
TX0003302,TX0001716,931474,true,false,SECUENCIA_NORMAL,0.31
TX0001575,TX0006417,7557994,true,false,SECUENCIA_NORMAL,0.36
TX0004577,TX0000418,182535,true,false,SECUENCIA_NORMAL,0.34
TX0006767,TX0005219,353440,false,false,SECUENCIA_NORMAL,0.27
TX0003736,TX0006348,120196,false,false,SECUENCIA_NORMAL,0.38
TX0000232,TX0007710,926116,true,false,SECUENCIA_NORMAL,0.24
TX0007710,TX0003724,5510755,true,false,SECUENCIA_NORMAL,0.36
TX0005315,TX0007478,30954,true,false,SECUENCIA_NORMAL,0.33
TX0007478,TX0003222,4175115,true,false,SECUENCIA_NORMAL,0.36
TX0005251,TX0006175,9319951,false,false,SECUENCIA_NORMAL,0.38
TX0000969,TX0007121,4889244,true,false,SECUENCIA_NORMAL,0.31
TX0000183,TX0006948,919577,true,false,SECUENCIA_NORMAL,0.26
TX0006948,TX0002817,1160987,true,false,SECUENCIA_NORMAL,0.36
TX0007189,TX0003582,2892171,true,false,SECUENCIA_NORMAL,0.28
TX0003703,TX0004094,4686463,true,false,SECUENCIA_NORMAL,0.25
TX0002533,TX0003719,34985,true,false,SECUENCIA_NORMAL,0.27
TX0003719,TX0003584,602745,true,false,SECUENCIA_NORMAL,0.31
TX0003584,TX0005881,2486555,true,false,SECUENCIA_NORMAL,0.36
TX0005881,TX0008409,343511,true,false,SECUENCIA_NORMAL,0.29
TX0008592,TX0001096,280728,true,false,SECUENCIA_NORMAL,0.30
TX0007750,TX0004316,1478175,false,false,SECUENCIA_NORMAL,0.35
TX0001304,TX0000897,1478196,true,false,SECUENCIA_NORMAL,0.36
TX0005362,TX0002026,3194768,true,false,SECUENCIA_NORMAL,0.31
TX0002193,TX0006711,317254,true,false,SECUENCIA_NORMAL,0.36
TX0006711,TX0001526,605635,true,false,SECUENCIA_NORMAL,0.31
TX0003884,TX0003896,917191,true,false,SECUENCIA_NORMAL,0.26
TX0003896,TX0002691,2126893,true,false,SECUENCIA_NORMAL,0.27
TX0000234,TX0008521,1976061,true,false,SECUENCIA_NORMAL,0.36
TX0002910,TX0008485,1379935,true,false,SECUENCIA_NORMAL,0.24
TX0006121,TX0008342,2959591,true,false,SECUENCIA_NORMAL,0.32
TX0002002,TX0006585,1988982,true,false,SECUENCIA_NORMAL,0.38
TX0008253,TX0006344,4227380,true,false,SECUENCIA_NORMAL,0.32
TX0006344,TX0005282,1312252,true,false,SECUENCIA_NORMAL,0.34
TX0000431,TX0001154,4271300,true,false,SECUENCIA_NORMAL,0.29
TX0001154,TX0006799,2629127,true,false,SECUENCIA_NORMAL,0.23
TX0006269,TX0002564,867983,true,false,SECUENCIA_NORMAL,0.29
TX0003138,TX0005789,189843,true,false,SECUENCIA_NORMAL,0.22
TX0005789,TX0005222,842330,true,false,SECUENCIA_NORMAL,0.27
TX0006696,TX0007907,4436638,false,false,SECUENCIA_NORMAL,0.23
TX0000740,TX0000422,633518,true,false,SECUENCIA_NORMAL,0.37
TX0004605,TX0000758,2536180,false,false,SECUENCIA_NORMAL,0.28
TX0001603,TX0008579,2268760,true,false,SECUENCIA_NORMAL,0.31
TX0002348,TX0002718,2281982,true,false,SECUENCIA_NORMAL,0.25
TX0002935,TX0002524,5292039,true,false,SECUENCIA_NORMAL,0.36
TX0002476,TX0007539,2511962,true,false,SECUENCIA_NORMAL,0.31
TX0007539,TX0005795,3984902,true,false,SECUENCIA_NORMAL,0.34
TX0002288,TX0007169,4230257,true,false,SECUENCIA_NORMAL,0.27
TX0002663,TX0002307,141457,true,false,SECUENCIA_NORMAL,0.27
TX0002837,TX0001415,154364,true,false,SECUENCIA_NORMAL,0.27
TX0006728,TX0007822,35927,true,false,SECUENCIA_NORMAL,0.27
TX0005509,TX0001828,978852,true,false,SECUENCIA_NORMAL,0.23
TX0003976,TX0002827,570172,true,false,SECUENCIA_NORMAL,0.27
TX0002896,TX0005169,2334295,true,false,SECUENCIA_NORMAL,0.25
TX0001780,TX0002665,8040798,true,false,SECUENCIA_NORMAL,0.34
TX0001684,TX0008447,576211,true,false,SECUENCIA_NORMAL,0.32
TX0008447,TX0002676,1451038,true,false,SECUENCIA_NORMAL,0.32
TX0002676,TX0006064,1212957,true,false,SECUENCIA_NORMAL,0.33
TX0003773,TX0003772,4464849,true,false,SECUENCIA_NORMAL,0.26
TX0001605,TX0006990,6705632,true,false,SECUENCIA_NORMAL,0.28
TX0005869,TX0006848,280825,true,false,SECUENCIA_NORMAL,0.32
TX0004398,TX0002147,1427998,true,false,SECUENCIA_NORMAL,0.34
TX0002147,TX0002731,5478252,true,false,SECUENCIA_NORMAL,0.35
TX0008537,TX0007896,43666,true,false,SECUENCIA_NORMAL,0.37
TX0003071,TX0001996,258041,false,false,SECUENCIA_NORMAL,0.23
TX0006185,TX0006429,6167725,false,false,SECUENCIA_NORMAL,0.27
TX0005398,TX0004047,2110669,true,false,SECUENCIA_NORMAL,0.28
TX0004047,TX0003830,2860661,true,false,SECUENCIA_NORMAL,0.31
TX0004013,TX0004782,2302323,true,false,SECUENCIA_NORMAL,0.29
TX0004782,TX0002047,773927,true,false,SECUENCIA_NORMAL,0.28
TX0002047,TX0006737,1595171,true,false,SECUENCIA_NORMAL,0.27
TX0008623,TX0000398,2764385,true,false,SECUENCIA_NORMAL,0.24
TX0007836,TX0005734,1284668,true,false,SECUENCIA_NORMAL,0.35
TX0000939,TX0006476,5453376,true,false,SECUENCIA_NORMAL,0.28
TX0000913,TX0000578,9125626,true,false,SECUENCIA_NORMAL,0.37
TX0006528,TX0008480,1328888,true,false,SECUENCIA_NORMAL,0.22
TX0000768,TX0000452,751877,true,false,SECUENCIA_NORMAL,0.22
TX0004374,TX0001151,499917,true,false,SECUENCIA_NORMAL,0.35
TX0001151,TX0000301,780064,true,false,SECUENCIA_NORMAL,0.32
TX0003325,TX0001727,6829699,true,false,SECUENCIA_NORMAL,0.31
TX0005688,TX0006769,40442,true,false,SECUENCIA_NORMAL,0.27
TX0006769,TX0005431,2389793,true,false,SECUENCIA_NORMAL,0.38
TX0005418,TX0004664,355671,true,false,SECUENCIA_NORMAL,0.38
TX0003372,TX0001221,392168,true,false,SECUENCIA_NORMAL,0.37
TX0004389,TX0006142,3864927,true,false,SECUENCIA_NORMAL,0.34
TX0004965,TX0001714,3142174,false,false,SECUENCIA_NORMAL,0.36
TX0003895,TX0006103,341654,true,false,SECUENCIA_NORMAL,0.36
TX0001836,TX0007177,2250203,true,false,SECUENCIA_NORMAL,0.31
TX0008079,TX0005162,8349008,true,false,SECUENCIA_NORMAL,0.30
TX0000734,TX0007745,642897,true,false,SECUENCIA_NORMAL,0.28
TX0007745,TX0002918,1447146,true,false,SECUENCIA_NORMAL,0.38
TX0002918,TX0001180,2071960,true,false,SECUENCIA_NORMAL,0.38
TX0001180,TX0000233,1570658,true,false,SECUENCIA_NORMAL,0.30
TX0000759,TX0006198,2738594,true,false,SECUENCIA_NORMAL,0.33
TX0006198,TX0002447,285003,true,false,SECUENCIA_NORMAL,0.37
TX0004551,TX0003546,2043886,true,false,SECUENCIA_NORMAL,0.37
TX0002083,TX0006184,6119,true,false,SECUENCIA_NORMAL,0.27
TX0007027,TX0002285,1290572,true,false,SECUENCIA_NORMAL,0.38
TX0005317,TX0000467,6297584,true,true,SECUENCIA_NORMAL,0.38
TX0001381,TX0002316,723170,true,false,SECUENCIA_NORMAL,0.33
TX0001088,TX0001520,2443307,true,false,SECUENCIA_NORMAL,0.26
TX0005927,TX0005501,3124001,true,false,SECUENCIA_NORMAL,0.37
TX0005617,TX0002203,385946,false,false,SECUENCIA_NORMAL,0.24
TX0003186,TX0004178,147914,true,false,SECUENCIA_NORMAL,0.27
TX0003349,TX0004468,1231725,true,false,SECUENCIA_NORMAL,0.26
TX0004803,TX0007814,5589045,true,false,SECUENCIA_NORMAL,0.33
TX0002951,TX0007564,499121,true,false,SECUENCIA_NORMAL,0.24
TX0007564,TX0003914,2227347,true,false,SECUENCIA_NORMAL,0.35
TX0004985,TX0008599,23867,true,false,SECUENCIA_NORMAL,0.26
TX0007893,TX0006920,909773,true,false,SECUENCIA_NORMAL,0.32
TX0003909,TX0008867,8381683,true,false,SECUENCIA_NORMAL,0.31
TX0007441,TX0005604,1602027,true,false,SECUENCIA_NORMAL,0.38
TX0004343,TX0000357,392627,true,false,SECUENCIA_NORMAL,0.35
TX0000822,TX0001587,4645538,true,false,SECUENCIA_NORMAL,0.24
TX0008788,TX0005809,87575,true,false,SECUENCIA_NORMAL,0.22
TX0004597,TX0003352,97236,true,false,SECUENCIA_NORMAL,0.31
TX0007718,TX0006638,3997156,true,false,SECUENCIA_NORMAL,0.27
TX0008549,TX0001589,3211134,true,false,SECUENCIA_NORMAL,0.24
TX0005463,TX0002845,228824,true,false,SECUENCIA_NORMAL,0.36
TX0008522,TX0007144,3074878,true,false,SECUENCIA_NORMAL,0.31
TX0007402,TX0005891,939555,true,false,SECUENCIA_NORMAL,0.25
TX0003722,TX0008644,1656393,true,false,SECUENCIA_NORMAL,0.36
TX0003937,TX0000955,6707028,true,false,SECUENCIA_NORMAL,0.26
TX0005532,TX0005867,6036224,true,false,SECUENCIA_NORMAL,0.31
TX0006404,TX0007474,4357479,true,false,SECUENCIA_NORMAL,0.35
TX0003555,TX0007738,1235882,true,false,SECUENCIA_NORMAL,0.37
TX0003887,TX0004630,4574583,true,false,SECUENCIA_NORMAL,0.31
TX0000507,TX0005902,2855380,true,false,SECUENCIA_NORMAL,0.35
TX0005902,TX0004920,2885877,true,false,SECUENCIA_NORMAL,0.32
TX0002991,TX0008543,1408214,true,false,SECUENCIA_NORMAL,0.37
TX0008543,TX0004534,256162,true,false,SECUENCIA_NORMAL,0.27
TX0003414,TX0003327,2363157,true,false,SECUENCIA_NORMAL,0.33
TX0006075,TX0001934,904324,true,false,SECUENCIA_NORMAL,0.24
TX0005149,TX0007079,1269245,true,true,SECUENCIA_NORMAL,0.31
TX0007079,TX0006421,2892542,true,false,SECUENCIA_NORMAL,0.32
TX0006421,TX0008531,1544675,true,false,SECUENCIA_NORMAL,0.35
TX0007438,TX0004485,1929256,false,false,SECUENCIA_NORMAL,0.28
TX0007276,TX0007313,2457481,true,false,SECUENCIA_NORMAL,0.31
TX0004849,TX0008584,2234723,false,false,SECUENCIA_NORMAL,0.24
TX0008584,TX0003199,10174,false,false,SECUENCIA_NORMAL,0.31
TX0000394,TX0002101,3274605,true,false,SECUENCIA_NORMAL,0.26
TX0007052,TX0007995,23400,true,false,SECUENCIA_NORMAL,0.28
TX0004671,TX0003519,1654485,true,false,SECUENCIA_NORMAL,0.23
TX0000106,TX0000193,1346496,true,false,SECUENCIA_NORMAL,0.23
TX0005757,TX0001399,261427,true,false,SECUENCIA_NORMAL,0.30
TX0004096,TX0004059,1710572,true,false,SECUENCIA_NORMAL,0.24
TX0005455,TX0005614,6998791,true,false,SECUENCIA_NORMAL,0.26
TX0004823,TX0005106,6892798,true,false,SECUENCIA_NORMAL,0.29
TX0005106,TX0004702,1587498,true,false,SECUENCIA_NORMAL,0.38
TX0002436,TX0005113,1297645,false,false,SECUENCIA_NORMAL,0.24
TX0001336,TX0002526,85549,false,false,SECUENCIA_NORMAL,0.24
TX0005964,TX0007969,1273163,false,false,SECUENCIA_NORMAL,0.29
TX0005856,TX0005413,507309,true,false,SECUENCIA_NORMAL,0.28
TX0005413,TX0003310,5021258,true,false,SECUENCIA_NORMAL,0.30
TX0002150,TX0000305,2368316,true,false,SECUENCIA_NORMAL,0.31
TX0003811,TX0002728,4371786,true,false,SECUENCIA_NORMAL,0.25
TX0002728,TX0001250,17880,true,false,SECUENCIA_NORMAL,0.26
TX0007234,TX0002551,4259891,true,false,SECUENCIA_NORMAL,0.31
TX0000916,TX0006164,981039,true,false,SECUENCIA_NORMAL,0.28
TX0006164,TX0003315,2309084,true,false,SECUENCIA_NORMAL,0.23
TX0008926,TX0006894,1263552,true,false,SECUENCIA_NORMAL,0.29
TX0000995,TX0005779,2200489,true,false,SECUENCIA_NORMAL,0.38
TX0005779,TX0003096,415705,true,false,SECUENCIA_NORMAL,0.29
TX0003096,TX0003196,561709,true,false,SECUENCIA_NORMAL,0.32
TX0005304,TX0007540,2721301,false,false,SECUENCIA_NORMAL,0.37
TX0007540,TX0006055,92341,false,false,SECUENCIA_NORMAL,0.34
TX0006055,TX0004642,1690132,false,false,SECUENCIA_NORMAL,0.36
TX0004642,TX0002009,37424,true,false,SECUENCIA_NORMAL,0.28
TX0001574,TX0007518,4471632,true,false,SECUENCIA_NORMAL,0.34
TX0004412,TX0002829,1238863,true,false,SECUENCIA_NORMAL,0.35
TX0001770,TX0001141,7157169,true,false,SECUENCIA_NORMAL,0.31
TX0007085,TX0000449,703666,true,false,SECUENCIA_NORMAL,0.30
TX0000449,TX0006468,165250,true,false,SECUENCIA_NORMAL,0.37
TX0002940,TX0007497,1042701,true,false,SECUENCIA_NORMAL,0.32
TX0007497,TX0005375,6952,true,false,SECUENCIA_NORMAL,0.25
TX0000316,TX0001234,1046345,false,false,SECUENCIA_NORMAL,0.26
TX0008649,TX0005746,2225403,true,false,SECUENCIA_NORMAL,0.27
TX0005360,TX0006753,893695,true,false,SECUENCIA_NORMAL,0.26
TX0002452,TX0000311,2612980,false,false,SECUENCIA_NORMAL,0.31
TX0000892,TX0004690,1386279,true,false,SECUENCIA_NORMAL,0.23
TX0008836,TX0007526,1890134,false,false,SECUENCIA_NORMAL,0.28
TX0003098,TX0005911,732264,true,false,SECUENCIA_NORMAL,0.23
TX0006939,TX0008583,1335865,true,false,SECUENCIA_NORMAL,0.29
TX0000940,TX0007615,2448166,true,false,SECUENCIA_NORMAL,0.28
TX0002988,TX0005406,1943392,true,false,SECUENCIA_NORMAL,0.35
TX0002254,TX0000825,3660134,true,false,SECUENCIA_NORMAL,0.23
TX0000825,TX0000484,3483333,true,false,SECUENCIA_NORMAL,0.37
TX0001281,TX0003630,1199831,false,false,SECUENCIA_NORMAL,0.34
TX0008210,TX0002050,658347,true,false,SECUENCIA_NORMAL,0.27
TX0000013,TX0008915,649134,true,false,SECUENCIA_NORMAL,0.34
TX0008330,TX0000571,2616202,true,false,SECUENCIA_NORMAL,0.29
TX0000571,TX0003879,981797,true,false,SECUENCIA_NORMAL,0.35
TX0002666,TX0001637,2988406,true,false,SECUENCIA_NORMAL,0.36
TX0001637,TX0007632,80007,true,false,SECUENCIA_NORMAL,0.36
TX0000909,TX0008323,350692,true,false,SECUENCIA_NORMAL,0.26
TX0004526,TX0003918,182438,true,false,SECUENCIA_NORMAL,0.38
TX0007669,TX0000608,1712526,true,false,SECUENCIA_NORMAL,0.29
TX0002681,TX0002510,2661423,false,false,SECUENCIA_NORMAL,0.33
TX0000199,TX0003091,6854880,true,false,SECUENCIA_NORMAL,0.26
TX0004801,TX0000489,3783450,true,false,SECUENCIA_NORMAL,0.33
TX0005893,TX0006530,4576295,true,false,SECUENCIA_NORMAL,0.29
TX0006530,TX0007886,1583271,true,false,SECUENCIA_NORMAL,0.22
TX0003360,TX0007280,5533479,true,false,SECUENCIA_NORMAL,0.30
TX0007186,TX0001370,3809366,true,false,SECUENCIA_NORMAL,0.36
TX0001940,TX0008140,6137621,true,false,SECUENCIA_NORMAL,0.24
TX0008140,TX0000457,4704460,true,false,SECUENCIA_NORMAL,0.27
TX0005713,TX0003840,2003352,true,false,SECUENCIA_NORMAL,0.28
TX0007645,TX0005108,2983426,true,false,SECUENCIA_NORMAL,0.22
TX0005495,TX0000307,36130,false,false,SECUENCIA_NORMAL,0.31
TX0004567,TX0008445,390272,true,false,SECUENCIA_NORMAL,0.27
TX0006111,TX0000546,4538843,true,false,SECUENCIA_NORMAL,0.35
TX0000546,TX0007758,2484736,true,false,SECUENCIA_NORMAL,0.36
TX0001841,TX0000191,2269118,false,false,SECUENCIA_NORMAL,0.24
TX0000191,TX0003466,338995,false,false,SECUENCIA_NORMAL,0.33
TX0006596,TX0006056,3236334,false,false,SECUENCIA_NORMAL,0.29
TX0008999,TX0007072,1087500,true,true,SECUENCIA_NORMAL,0.35
TX0005004,TX0001427,31427,true,false,SECUENCIA_NORMAL,0.24
TX0004146,TX0000413,10291791,true,false,SECUENCIA_NORMAL,0.36
TX0004683,TX0001541,1626440,true,false,SECUENCIA_NORMAL,0.32
TX0005051,TX0008501,55172,true,false,SECUENCIA_NORMAL,0.32
TX0001000,TX0006013,43956,true,false,SECUENCIA_NORMAL,0.32
TX0006844,TX0004392,793370,true,false,SECUENCIA_NORMAL,0.32
TX0004392,TX0000778,3787391,true,false,SECUENCIA_NORMAL,0.33
TX0000778,TX0002094,89220,true,false,SECUENCIA_NORMAL,0.33
