tx_id,cuenta_id,monto,moneda,saldo_previo,saldo_posterior,timestamp_contable
TX0005067,CU000103,1475.25,GTQ,11629.14,13104.39,2025-10-25T08:19:25Z
TX0000294,CU001086,694.85,USD,171179.89,171874.74,2025-10-25T08:34:04Z
TX0007126,CU001589,377.64,GTQ,16617.25,16994.89,2025-10-25T09:10:03Z
TX0001420,CU000020,414.46,USD,16230.58,16645.04,2025-10-25T09:51:50Z
TX0005636,CU001606,655.94,USD,25300.77,25956.71,2025-10-25T10:27:02Z
TX0005641,CU000376,1994.62,USD,45351.94,47346.56,2025-10-25T10:48:55Z
TX0002127,CU000395,1668.72,GTQ,20214.42,21883.14,2025-10-25T10:55:31Z
TX0008057,CU000864,772.93,USD,5463.86,6236.79,2025-10-25T12:13:30Z
TX0002440,CU000047,300.29,GTQ,36666.89,36967.18,2025-10-25T12:28:44Z
TX0003728,CU000987,1214.85,GTQ,55305.76,56520.61,2025-10-25T12:40:13Z
TX0001575,CU000117,682.22,USD,30926.38,31608.60,2025-10-25T12:44:23Z
TX0006541,CU000319,425.88,USD,12687.86,13113.74,2025-10-25T13:28:13Z
TX0003344,CU000110,587.36,GTQ,38376.90,38964.26,2025-10-25T13:30:49Z
TX0003831,CU000361,2205.37,USD,18916.10,21121.47,2025-10-25T13:36:07Z
TX0005112,CU000730,857.00,GTQ,4034.50,4034.50,2025-10-25T14:25:23Z
TX0006767,CU000499,3600.84,GTQ,34511.25,38112.09,2025-10-25T14:51:53Z
TX0008604,CU000332,1080.53,USD,26674.82,27755.35,2025-10-25T14:55:39Z
TX0005232,CU001441,1010.63,USD,24571.54,25582.17,2025-10-25T15:12:28Z
TX0005315,CU000966,543.58,GTQ,33608.38,34151.96,2025-10-25T15:14:13Z
TX0004937,CU001010,609.17,USD,346254.48,346863.65,2025-10-25T15:54:46Z
TX0002234,CU001220,1961.48,USD,35261.20,37222.68,2025-10-25T16:23:44Z
TX0001216,CU001262,715.16,USD,4820.44,5535.60,2025-10-25T18:06:58Z
TX0007189,CU001594,2985.42,USD,59498.21,62483.63,2025-10-25T18:34:22Z
TX0002533,CU000285,278.75,USD,19143.13,19421.88,2025-10-25T19:05:01Z
TX0008327,CU000303,270.01,USD,55459.01,55459.01,2025-10-25T19:42:29Z
TX0007750,CU000209,2361.34,USD,23578.57,25939.91,2025-10-25T19:52:38Z
TX0008928,CU000260,818.56,GTQ,34126.51,34945.07,2025-10-25T20:06:36Z
TX0002193,CU001118,935.40,USD,20963.54,21898.94,2025-10-25T20:34:56Z
TX0005241,CU001212,5580.56,USD,60083.99,65664.55,2025-10-25T20:57:45Z
TX0000234,CU001619,154.76,GTQ,12646.06,12800.82,2025-10-25T20:58:41Z
TX0002910,CU000410,252.56,GTQ,27174.16,27426.72,2025-10-25T21:16:07Z
TX0005733,CU000834,1318.14,USD,42859.81,44177.95,2025-10-25T22:00:40Z
TX0005650,CU000637,719.06,USD,33833.61,34552.67,2025-10-25T22:13:23Z
TX0002002,CU001361,517.02,GTQ,35559.43,36076.45,2025-10-25T22:15:05Z
TX0006815,CU000748,1222.48,USD,20512.50,21734.98,2025-10-25T22:27:02Z
TX0004655,CU001134,3644.93,GTQ,28855.52,32500.45,2025-10-25T23:49:59Z
TX0007478,CU000003,277.06,GTQ,18632.43,18909.49,2025-10-25T23:50:07Z
TX0000431,CU001724,3478.50,GTQ,5425.61,8904.11,2025-10-25T23:51:26Z
TX0006696,CU000507,1014.94,GTQ,14523.32,14523.32,2025-10-26T00:20:59Z
TX0007408,CU001490,543.75,USD,11933.70,12477.45,2025-10-26T00:53:15Z
TX0006557,CU000956,505.13,USD,31586.49,32091.62,2025-10-26T01:10:19Z
TX0003566,CU001511,4316.17,GTQ,8575.26,12891.43,2025-10-26T01:48:06Z
TX0001788,CU000158,471.74,GTQ,25405.02,25876.76,2025-10-26T02:30:46Z
TX0002663,CU000437,969.05,USD,3920.72,4889.77,2025-10-26T02:33:07Z
TX0001205,CU001683,10889.78,USD,29550.08,40439.86,2025-10-26T02:46:19Z
TX0005509,CU001730,844.35,GTQ,23983.86,24828.21,2025-10-26T03:51:13Z
TX0001183,CU001490,1197.10,USD,12477.45,13674.55,2025-10-26T04:13:42Z
TX0006007,CU000046,332.80,USD,7481.80,7814.60,2025-10-26T04:27:39Z
TX0003719,CU000548,2183.76,USD,13771.53,13771.53,2025-10-26T04:48:06Z
TX0007734,CU000599,1248.74,GTQ,14155.91,15404.65,2025-10-26T04:50:36Z
TX0005306,CU000603,2115.30,USD,30683.99,30683.99,2025-10-26T05:14:49Z
TX0001605,CU000306,132.20,USD,8517.30,8649.50,2025-10-26T05:53:43Z
TX0006322,CU001234,1879.94,GTQ,19409.20,21289.14,2025-10-26T05:56:43Z
TX0008537,CU000429,1917.23,USD,9688.24,11605.47,2025-10-26T06:46:10Z
TX0001019,CU000736,339.76,USD,20043.22,20382.98,2025-10-26T07:11:14Z
TX0004013,CU000240,1198.09,USD,21876.90,23074.99,2025-10-26T07:28:02Z
TX0004650,CU000291,2148.09,USD,8146.81,10294.90,2025-10-26T08:09:00Z
TX0002152,CU001213,1018.72,GTQ,30763.93,31782.65,2025-10-26T08:34:21Z
TX0008623,CU000429,711.57,USD,11605.47,12317.04,2025-10-26T08:39:20Z
TX0000939,CU000480,605.58,USD,47122.47,47728.05,2025-10-26T08:43:27Z
TX0007909,CU001465,2615.00,USD,12342.85,14957.85,2025-10-26T09:55:45Z
TX0000768,CU000140,1093.08,GTQ,1171.45,2264.53,2025-10-26T10:20:47Z
TX0002825,CU000327,2493.03,USD,64185.90,66678.93,2025-10-26T11:02:19Z
TX0003568,CU000993,223.35,GTQ,28170.63,28393.98,2025-10-26T11:55:22Z
TX0005580,CU001351,1220.21,GTQ,38980.27,38980.27,2025-10-26T12:19:19Z
TX0004374,CU000128,435.22,USD,28371.71,28806.93,2025-10-26T12:44:13Z
TX0006289,CU000696,1284.70,USD,8372.73,8372.73,2025-10-26T12:58:43Z
TX0003926,CU001502,718.22,USD,31674.70,32392.92,2025-10-26T13:01:30Z
TX0008451,CU001350,469.64,USD,35500.79,35970.43,2025-10-26T13:55:00Z
TX0002806,CU000100,1729.45,USD,14276.69,16006.14,2025-10-26T14:15:47Z
TX0004465,CU001178,402.74,GTQ,48217.90,48620.64,2025-10-26T14:23:29Z
TX0005619,CU001427,1111.94,USD,332577.52,333689.46,2025-10-26T14:29:26Z
TX0002737,CU001093,1076.47,USD,35247.80,36324.27,2025-10-26T14:42:27Z
TX0003895,CU000605,1087.98,GTQ,13435.27,14523.25,2025-10-26T15:53:01Z
TX0007019,CU000706,1449.63,GTQ,21296.23,22745.86,2025-10-26T16:17:19Z
TX0000734,CU001731,2579.03,GTQ,21430.07,24009.10,2025-10-26T16:37:19Z
TX0000759,CU000540,1430.31,GTQ,36671.42,38101.73,2025-10-26T16:48:01Z
TX0004321,CU001734,1289.83,GTQ,21229.32,22519.15,2025-10-26T16:48:53Z
TX0004551,CU001309,367.73,GTQ,28358.33,28726.06,2025-10-26T17:01:27Z
TX0003321,CU001263,3516.73,USD,33479.60,36996.33,2025-10-26T17:53:50Z
TX0007896,CU000395,1854.92,GTQ,21883.14,23738.06,2025-10-26T18:53:56Z
TX0002083,CU001437,458.38,USD,66984.09,67442.47,2025-10-26T20:17:54Z
TX0006184,CU000564,1198.57,GTQ,16829.02,18027.59,2025-10-26T21:59:53Z
TX0001887,CU000586,1397.68,USD,26105.38,27503.06,2025-10-26T22:14:38Z
TX0001381,CU000635,4697.22,GTQ,35598.78,40296.00,2025-10-26T22:27:47Z
TX0002804,CU000229,439.18,USD,55418.88,55858.06,2025-10-27T00:10:44Z
TX0003186,CU001359,618.25,GTQ,30775.12,31393.37,2025-10-27T00:36:52Z
TX0007665,CU000574,413.57,GTQ,32947.39,33360.96,2025-10-27T01:08:59Z
TX0001697,CU000665,152.05,USD,36027.87,36179.92,2025-10-27T01:29:40Z
TX0004803,CU001094,1356.57,USD,61629.49,62986.06,2025-10-27T02:19:00Z
TX0000888,CU001380,873.72,USD,72320.45,73194.17,2025-10-27T02:24:48Z
TX0004890,CU001749,739.00,GTQ,29895.86,30634.86,2025-10-27T02:37:22Z
TX0005361,CU000121,2985.52,GTQ,23223.81,26209.33,2025-10-27T02:37:37Z
TX0003909,CU000721,864.95,GTQ,14342.41,15207.36,2025-10-27T02:45:22Z
TX0005437,CU000110,882.46,USD,38964.26,39846.72,2025-10-27T03:23:23Z
TX0004078,CU000921,1085.14,USD,352.87,1438.01,2025-10-27T03:48:50Z
TX0008805,CU000873,3551.75,GTQ,13053.88,16605.63,2025-10-27T06:12:42Z
TX0000327,CU000611,970.02,GTQ,54207.46,55177.48,2025-10-27T07:37:49Z
TX0003600,CU000401,1075.76,USD,9584.77,10660.53,2025-10-27T08:04:56Z
TX0002157,CU000688,571.52,USD,35264.86,35836.38,2025-10-27T08:37:16Z
TX0002235,CU001600,1117.91,USD,36529.91,37647.82,2025-10-27T09:37:48Z
TX0006971,CU001688,1092.78,USD,19803.72,20896.50,2025-10-27T09:58:17Z
TX0007718,CU000523,1046.91,GTQ,30092.52,31139.43,2025-10-27T10:23:34Z
TX0003165,CU000131,1121.17,GTQ,63422.76,64543.93,2025-10-27T10:31:36Z
TX0005463,CU000154,4709.08,USD,14889.83,19598.91,2025-10-27T10:44:00Z
TX0001935,CU001794,1438.83,USD,63134.52,64573.35,2025-10-27T11:37:35Z
TX0003722,CU001104,468.87,USD,3029.90,3029.90,2025-10-27T12:34:22Z
TX0003287,CU001544,1887.05,USD,29277.91,31164.96,2025-10-27T12:41:23Z
TX0003937,CU001070,1134.84,USD,22434.92,23569.76,2025-10-27T13:09:03Z
TX0001312,CU001731,2148.12,USD,24009.10,26157.22,2025-10-27T14:01:39Z
TX0002507,CU001294,561.15,USD,29138.18,29699.33,2025-10-27T14:09:04Z
TX0001256,CU000661,301.85,GTQ,11401.21,11703.06,2025-10-27T14:25:06Z
TX0001685,CU000613,785.50,USD,47042.79,47828.29,2025-10-27T14:39:23Z
TX0006801,CU001229,1147.16,USD,45412.29,46559.45,2025-10-27T15:07:23Z
TX0001299,CU000914,2125.53,GTQ,13642.89,15768.42,2025-10-27T15:59:08Z
TX0006075,CU000332,1008.11,GTQ,27755.35,28763.46,2025-10-27T16:02:52Z
TX0005149,CU000957,531.10,GTQ,14721.14,15252.24,2025-10-27T16:46:43Z
TX0007438,CU000089,913.46,GTQ,23555.79,24469.25,2025-10-27T17:39:35Z
TX0002307,CU001086,3172.38,USD,171874.74,175047.12,2025-10-27T17:50:44Z
TX0005525,CU000097,824.83,USD,29398.12,30222.95,2025-10-27T18:33:07Z
TX0000394,CU001095,778.09,GTQ,22612.61,23390.70,2025-10-27T18:47:03Z
TX0002114,CU000907,1828.31,GTQ,9666.73,11495.04,2025-10-27T19:31:14Z
TX0006060,CU001306,5570.70,GTQ,272922.33,278493.03,2025-10-27T20:32:39Z
TX0008242,CU001027,3000.93,USD,35707.18,38708.11,2025-10-27T20:58:51Z
TX0000241,CU001510,1054.67,GTQ,14301.16,14301.16,2025-10-27T22:25:57Z
TX0004729,CU001014,966.94,GTQ,7454.67,8421.61,2025-10-27T23:07:04Z
TX0000285,CU000228,964.31,GTQ,13329.21,14293.52,2025-10-27T23:20:29Z
TX0004823,CU000589,734.49,USD,973.32,1707.81,2025-10-27T23:23:02Z
TX0002436,CU000841,2429.63,USD,7870.74,10300.37,2025-10-27T23:54:05Z
TX0006343,CU001668,870.39,USD,35523.64,36394.03,2025-10-28T00:01:21Z
TX0003622,CU001194,295.81,GTQ,22711.47,23007.28,2025-10-28T00:04:21Z
TX0000913,CU000738,2591.04,GTQ,21332.43,23923.47,2025-10-28T00:41:07Z
TX0001900,CU000141,756.79,GTQ,11936.23,12693.02,2025-10-28T01:03:00Z
TX0001155,CU000276,1211.63,GTQ,12806.99,14018.62,2025-10-28T01:22:48Z
TX0003811,CU000337,530.51,USD,31673.15,32203.66,2025-10-28T01:25:48Z
TX0004866,CU000089,1615.79,USD,24469.25,26085.04,2025-10-28T02:07:59Z
TX0008017,CU001029,435.31,GTQ,34180.89,34616.20,2025-10-28T03:20:51Z
TX0007935,CU001592,1727.59,USD,4727.63,6455.22,2025-10-28T04:06:19Z
TX0008108,CU001321,1365.30,GTQ,35235.53,36600.83,2025-10-28T04:13:53Z
TX0005304,CU000921,1202.24,USD,1438.01,2640.25,2025-10-28T04:56:41Z
TX0002070,CU001526,263.57,GTQ,248030.80,248294.37,2025-10-28T05:19:34Z
TX0001574,CU001567,2314.23,USD,44858.68,47172.91,2025-10-28T05:26:49Z
TX0007222,CU001524,3377.11,USD,38051.49,41428.60,2025-10-28T05:41:35Z
TX0004412,CU000285,1015.62,USD,19421.88,20437.50,2025-10-28T06:08:25Z
TX0006021,CU001178,4107.43,USD,48620.64,52728.07,2025-10-28T07:03:18Z
TX0008350,CU000414,1609.31,USD,1928.01,3537.32,2025-10-28T07:17:32Z
TX0008967,CU000970,2470.74,USD,25835.86,28306.60,2025-10-28T07:24:13Z
TX0007561,CU001160,3680.33,USD,30601.21,34281.54,2025-10-28T07:52:09Z
TX0005765,CU001644,2889.81,GTQ,16707.27,19597.08,2025-10-28T08:16:33Z
TX0006762,CU001032,1193.09,GTQ,12576.26,13769.35,2025-10-28T08:50:49Z
TX0000120,CU000326,3792.51,USD,33307.05,37099.56,2025-10-28T09:20:15Z
TX0004689,CU000490,2029.02,GTQ,14866.86,16895.88,2025-10-28T09:37:49Z
TX0008836,CU001378,370.73,GTQ,7562.07,7932.80,2025-10-28T09:57:09Z
TX0001274,CU001766,567.48,USD,27705.79,28273.27,2025-10-28T10:04:14Z
TX0003098,CU001554,1804.77,USD,24545.92,26350.69,2025-10-28T10:08:34Z
TX0001443,CU001740,374.29,USD,18187.07,18561.36,2025-10-28T11:39:39Z
TX0002988,CU001757,511.74,GTQ,36590.31,37102.05,2025-10-28T12:01:46Z
TX0001449,CU000926,424.22,USD,49719.11,50143.33,2025-10-28T12:34:52Z
TX0006669,CU001601,2676.60,USD,18854.39,21530.99,2025-10-28T12:43:13Z
TX0001920,CU000444,3460.73,USD,33642.78,37103.51,2025-10-28T13:50:26Z
TX0003670,CU000195,1336.61,USD,21465.37,22801.98,2025-10-28T13:53:54Z
TX0000279,CU000505,847.54,USD,18535.09,19382.63,2025-10-28T14:09:15Z
TX0000890,CU000397,811.33,USD,6851.60,7662.93,2025-10-28T14:44:42Z
TX0000504,CU000045,329.55,GTQ,17773.25,18102.80,2025-10-28T16:01:49Z
TX0004722,CU000580,290.18,GTQ,3595.82,3595.82,2025-10-28T16:06:41Z
TX0008185,CU000440,1830.88,USD,336271.14,338102.02,2025-10-28T16:54:57Z
TX0001233,CU000673,1128.17,USD,57686.94,58815.11,2025-10-28T17:38:56Z
TX0004178,CU000367,4448.12,USD,13264.08,17712.20,2025-10-28T17:42:06Z
TX0007797,CU000458,325.58,GTQ,35101.92,35427.50,2025-10-28T18:32:29Z
TX0001037,CU000540,13428.95,GTQ,38101.73,38101.73,2025-10-28T18:36:29Z
TX0000909,CU000021,384.78,USD,39914.62,40299.40,2025-10-28T19:03:54Z
TX0002725,CU001368,713.47,USD,15006.57,15720.04,2025-10-28T19:29:41Z
TX0004502,CU001171,2220.43,USD,33352.48,35572.91,2025-10-28T20:27:49Z
TX0002681,CU000697,4570.80,GTQ,26071.57,30642.37,2025-10-28T20:30:41Z
TX0002482,CU001760,2061.26,GTQ,128097.21,130158.47,2025-10-28T21:51:04Z
TX0005652,CU000904,391.83,USD,14482.05,14482.05,2025-10-28T22:31:31Z
TX0008150,CU001151,6872.70,USD,33084.40,39957.10,2025-10-28T22:47:32Z
TX0003627,CU001570,1333.43,USD,31708.70,33042.13,2025-10-28T23:31:28Z
TX0004801,CU001103,1416.71,USD,62736.12,64152.83,2025-10-29T00:08:07Z
TX0008395,CU000020,987.79,USD,16645.04,17632.83,2025-10-29T00:19:19Z
TX0003897,CU000015,426.82,GTQ,32636.14,32636.14,2025-10-29T00:33:51Z
TX0006285,CU000407,1282.34,USD,27829.61,29111.95,2025-10-29T00:37:58Z
TX0001940,CU000174,2342.01,USD,61194.20,63536.21,2025-10-29T01:05:23Z
TX0004283,CU000437,1750.76,USD,3678.14,5428.90,2025-10-29T01:30:04Z
TX0006880,CU001292,4557.62,GTQ,36268.62,40826.24,2025-10-29T01:36:26Z
TX0000537,CU000622,388.90,GTQ,9912.24,10301.14,2025-10-29T02:41:21Z
TX0006719,CU001053,1992.68,GTQ,251643.51,253636.19,2025-10-29T02:44:14Z
TX0005713,CU000994,1426.54,USD,81261.93,82688.47,2025-10-29T02:49:50Z
TX0005495,CU000744,3338.54,USD,18077.65,21416.19,2025-10-29T02:51:32Z
TX0004567,CU001716,427.50,GTQ,2615.17,3042.67,2025-10-29T03:06:39Z
TX0008992,CU000002,495.13,GTQ,62844.27,63339.40,2025-10-29T03:23:20Z
TX0003553,CU000846,886.33,GTQ,27853.22,28739.55,2025-10-29T03:36:02Z
TX0007342,CU001315,1029.98,GTQ,33164.62,33164.62,2025-10-29T03:38:38Z
TX0008682,CU000676,1781.92,USD,30833.69,30833.69,2025-10-29T03:49:49Z
TX0004146,CU001525,220.68,USD,7531.32,7752.00,2025-10-29T05:06:27Z
TX0000991,CU001016,342.96,GTQ,13254.33,13597.29,2025-10-29T05:07:14Z
TX0006239,CU001048,966.85,USD,35428.25,36395.10,2025-10-29T05:44:23Z
TX0003209,CU000596,345.74,USD,4743.04,5088.78,2025-10-29T05:56:50Z
TX0000789,CU000649,3242.20,GTQ,36970.53,40212.73,2025-10-29T06:04:26Z
TX0004604,CU000309,311.74,GTQ,4149.42,4461.16,2025-10-29T06:41:54Z
TX0006086,CU000431,1299.91,USD,12540.13,13840.04,2025-10-29T07:04:46Z
TX0007955,CU001443,251.15,USD,27704.63,27955.78,2025-10-29T07:07:47Z
TX0003579,CU001766,1343.35,USD,28022.12,29365.47,2025-10-29T07:10:04Z
TX0006518,CU000243,2956.07,GTQ,6671.89,9627.96,2025-10-29T07:26:05Z
TX0000163,CU001696,538.52,GTQ,1934.07,2472.59,2025-10-29T07:33:05Z
TX0001662,CU000827,2783.16,GTQ,25166.81,27949.97,2025-10-29T08:09:17Z
TX0000367,CU000015,458.23,USD,32636.14,33094.37,2025-10-29T08:38:50Z
TX0004080,CU001664,1354.06,USD,41007.48,42361.54,2025-10-29T09:05:51Z
TX0007230,CU001290,1968.06,USD,22628.67,24596.73,2025-10-29T10:08:23Z
TX0007012,CU001460,397.23,USD,217015.04,217015.04,2025-10-29T10:49:52Z
TX0005769,CU001435,1712.22,USD,308663.09,310375.31,2025-10-29T10:53:21Z
