tx_id,cuenta_id,monto,moneda,saldo_previo,saldo_posterior,timestamp_contable
TX0007194,CU000095,404.80,USD,2919.27,2514.47,2025-10-24T01:47:58Z
TX0004262,CU001731,1640.85,GTQ,23070.92,21430.07,2025-10-24T02:42:58Z
TX0006590,CU000016,388.78,USD,24575.82,24187.04,2025-10-24T02:47:31Z
TX0006781,CU001062,239.74,GTQ,25731.06,25491.32,2025-10-24T03:01:58Z
TX0001896,CU001313,1907.97,USD,2554.39,646.42,2025-10-24T03:36:38Z
TX0004621,CU001358,707.66,GTQ,9404.94,8697.28,2025-10-24T04:15:56Z
TX0003397,CU001225,1721.92,USD,11959.99,10238.07,2025-10-24T05:05:44Z
TX0007026,CU000716,700.61,GTQ,21812.06,21111.45,2025-10-24T05:45:06Z
TX0008090,CU000919,597.66,GTQ,41821.17,41223.51,2025-10-24T06:28:28Z
TX0002194,CU001100,3436.97,USD,54793.91,51356.94,2025-10-24T06:33:23Z
TX0005608,CU000130,457.04,GTQ,3437.57,2980.53,2025-10-24T06:41:34Z
TX0008809,CU001359,372.59,USD,31147.71,30775.12,2025-10-24T06:54:03Z
TX0006632,CU001285,222.02,USD,6532.47,6310.45,2025-10-24T07:00:02Z
TX0008148,CU001369,432.81,GTQ,346963.39,346530.58,2025-10-24T07:00:29Z
TX0001249,CU001645,1566.55,GTQ,32477.38,30910.83,2025-10-24T07:11:35Z
TX0001688,CU000753,1136.45,GTQ,24887.57,23751.12,2025-10-24T07:22:17Z
TX0001784,CU000803,1170.28,USD,35107.66,33937.38,2025-10-24T08:24:53Z
TX0002396,CU001597,157.85,USD,35441.59,35283.74,2025-10-24T08:42:17Z
TX0007948,CU001122,373.64,GTQ,19169.21,18795.57,2025-10-24T08:46:09Z
TX0002218,CU000729,3644.40,GTQ,39874.73,36230.33,2025-10-24T08:50:54Z
TX0002945,CU000083,419.39,USD,16909.47,16490.08,2025-10-24T09:25:08Z
TX0004086,CU000613,596.36,GTQ,47639.15,47042.79,2025-10-24T09:36:27Z
TX0007913,CU000251,2149.61,GTQ,343517.21,341367.60,2025-10-24T10:09:04Z
TX0006956,CU000830,1189.41,USD,15002.80,13813.39,2025-10-24T10:12:48Z
TX0008804,CU001175,2443.05,USD,13756.67,11313.62,2025-10-24T11:12:47Z
TX0003370,CU000341,4057.38,USD,37025.33,32967.95,2025-10-24T12:23:46Z
TX0000451,CU000349,3415.94,GTQ,3479.71,63.77,2025-10-24T12:25:20Z
TX0001448,CU000802,3107.13,GTQ,34378.73,31271.60,2025-10-24T13:56:17Z
TX0004756,CU000200,1232.30,GTQ,37857.32,36625.02,2025-10-24T14:21:45Z
TX0007824,CU001510,863.44,USD,16947.44,16084.00,2025-10-24T14:27:40Z
TX0006314,CU001510,1782.84,GTQ,16084.00,14301.16,2025-10-24T14:51:12Z
TX0006329,CU001322,831.78,GTQ,18745.13,17913.35,2025-10-24T15:25:21Z
TX0005606,CU001320,4235.81,GTQ,13231.76,8995.95,2025-10-24T15:52:34Z
TX0003588,CU001499,2878.19,GTQ,33388.57,30510.38,2025-10-24T16:25:46Z
TX0002497,CU000657,1276.38,GTQ,25992.02,24715.64,2025-10-24T17:05:23Z
TX0000551,CU001255,835.74,USD,17122.78,16287.04,2025-10-24T17:17:21Z
TX0007682,CU000817,2186.08,USD,18388.68,16202.60,2025-10-24T17:35:58Z
TX0005026,CU000428,1071.70,USD,23549.06,22477.36,2025-10-24T18:38:56Z
TX0007252,CU001371,4900.47,USD,17843.10,12942.63,2025-10-24T20:09:39Z
TX0003631,CU001698,1434.91,USD,26619.24,25184.33,2025-10-24T20:14:32Z
TX0008772,CU000093,624.52,GTQ,11788.06,11163.54,2025-10-24T21:08:56Z
TX0006947,CU001220,1989.97,GTQ,37251.17,35261.20,2025-10-24T21:27:01Z
TX0001159,CU000565,375.24,USD,24023.91,23648.67,2025-10-24T22:16:40Z
TX0005745,CU000610,1984.42,USD,9015.96,7031.54,2025-10-24T22:36:06Z
TX0002374,CU001658,2235.47,GTQ,14736.80,12501.33,2025-10-24T23:15:48Z
TX0003179,CU000764,369.73,GTQ,6835.04,6465.31,2025-10-24T23:18:43Z
TX0003614,CU000600,415.91,GTQ,14852.36,14436.45,2025-10-24T23:29:51Z
TX0005285,CU000689,5431.79,USD,16610.81,11179.02,2025-10-24T23:31:16Z
TX0005203,CU000101,919.03,USD,17698.35,16779.32,2025-10-24T23:37:38Z
TX0006089,CU001223,465.49,USD,56907.26,56441.77,2025-10-24T23:57:09Z
TX0008158,CU001285,1112.16,USD,6310.45,5198.29,2025-10-25T00:15:31Z
TX0001026,CU000323,304.06,USD,28172.52,27868.46,2025-10-25T00:20:29Z
TX0008713,CU000208,102.77,USD,39014.14,39014.14,2025-10-25T01:51:03Z
TX0003246,CU000968,777.82,GTQ,10139.21,9361.39,2025-10-25T02:32:00Z
TX0002993,CU001215,1808.23,USD,6002.89,4194.66,2025-10-25T03:43:01Z
TX0005561,CU001119,214.82,GTQ,1146.31,931.49,2025-10-25T03:44:00Z
TX0003823,CU000894,740.70,USD,13668.04,13668.04,2025-10-25T03:53:31Z
TX0007395,CU000416,464.22,USD,22276.27,21812.05,2025-10-25T04:17:26Z
TX0002938,CU000554,87634.12,USD,19444.98,-68189.14,2025-10-25T04:23:03Z
TX0008595,CU000180,211.43,USD,50621.95,50410.52,2025-10-25T04:40:39Z
TX0005968,CU001693,590.09,GTQ,310677.22,310087.13,2025-10-25T05:02:13Z
TX0002407,CU000866,485.37,GTQ,35345.26,34859.89,2025-10-25T05:10:14Z
TX0001493,CU001259,403.93,USD,826.04,422.11,2025-10-25T06:02:18Z
TX0000841,CU001776,1428.55,USD,38229.56,38229.56,2025-10-25T07:00:54Z
TX0008209,CU001235,950.74,USD,17112.05,16161.31,2025-10-25T07:09:51Z
TX0005267,CU000280,7520.04,USD,2417.13,-5102.91,2025-10-25T07:16:51Z
TX0006332,CU001039,1716.15,USD,16911.50,15195.35,2025-10-25T07:23:34Z
TX0005067,CU001753,1475.25,GTQ,9367.44,7892.19,2025-10-25T08:19:25Z
TX0000294,CU001643,694.85,USD,64266.61,63571.76,2025-10-25T08:34:04Z
TX0007126,CU000632,377.64,GTQ,7782.12,7404.48,2025-10-25T09:10:03Z
TX0001420,CU000961,414.46,USD,210800.22,210385.76,2025-10-25T09:51:50Z
TX0005636,CU000857,655.94,USD,15330.78,14674.84,2025-10-25T10:27:02Z
TX0005641,CU000135,1994.62,USD,41996.14,40001.52,2025-10-25T10:48:55Z
TX0002127,CU000224,1668.72,GTQ,23770.50,22101.78,2025-10-25T10:55:31Z
TX0008057,CU000709,772.93,USD,15599.54,14826.61,2025-10-25T12:13:30Z
TX0002440,CU001064,300.29,GTQ,15367.59,15067.30,2025-10-25T12:28:44Z
TX0003728,CU001083,1214.85,GTQ,18457.37,17242.52,2025-10-25T12:40:13Z
TX0001575,CU000829,682.22,USD,1513.05,830.83,2025-10-25T12:44:23Z
TX0006541,CU000334,425.88,USD,58727.98,58302.10,2025-10-25T13:28:13Z
TX0003344,CU000670,587.36,GTQ,53876.99,53289.63,2025-10-25T13:30:49Z
TX0003831,CU000135,2205.37,USD,40001.52,37796.15,2025-10-25T13:36:07Z
TX0005112,CU000618,857.00,GTQ,36718.80,36718.80,2025-10-25T14:25:23Z
TX0006767,CU000392,3600.84,GTQ,21067.03,17466.19,2025-10-25T14:51:53Z
TX0008604,CU000406,1080.53,USD,14073.52,12992.99,2025-10-25T14:55:39Z
TX0005232,CU001442,1010.63,USD,24586.24,23575.61,2025-10-25T15:12:28Z
TX0005315,CU000457,543.58,GTQ,6631.06,6087.48,2025-10-25T15:14:13Z
TX0004937,CU001371,609.17,USD,12942.63,12333.46,2025-10-25T15:54:46Z
TX0002234,CU001245,1961.48,USD,39757.02,37795.54,2025-10-25T16:23:44Z
TX0001216,CU001441,715.16,USD,25582.17,24867.01,2025-10-25T18:06:58Z
TX0007189,CU000793,2985.42,USD,17020.12,14034.70,2025-10-25T18:34:22Z
TX0002533,CU000156,278.75,USD,61474.67,61195.92,2025-10-25T19:05:01Z
TX0008327,CU000216,270.01,USD,39437.61,39437.61,2025-10-25T19:42:29Z
TX0007750,CU000916,2361.34,USD,32383.48,30022.14,2025-10-25T19:52:38Z
TX0008928,CU001325,818.56,GTQ,10959.37,10140.81,2025-10-25T20:06:36Z
TX0002193,CU001511,935.40,USD,9510.66,8575.26,2025-10-25T20:34:56Z
TX0005241,CU000190,5580.56,USD,36402.45,30821.89,2025-10-25T20:57:45Z
TX0000234,CU000807,154.76,GTQ,16353.41,16198.65,2025-10-25T20:58:41Z
TX0002910,CU000932,252.56,GTQ,55266.03,55013.47,2025-10-25T21:16:07Z
TX0005733,CU000922,1318.14,USD,11777.88,10459.74,2025-10-25T22:00:40Z
TX0005650,CU000005,719.06,USD,53773.36,53054.30,2025-10-25T22:13:23Z
TX0002002,CU001480,517.02,GTQ,37273.93,36756.91,2025-10-25T22:15:05Z
TX0006815,CU001221,1222.48,USD,11903.88,10681.40,2025-10-25T22:27:02Z
TX0004655,CU000722,3644.93,GTQ,249.36,-3395.57,2025-10-25T23:49:59Z
TX0007478,CU000457,277.06,GTQ,6087.48,5810.42,2025-10-25T23:50:07Z
TX0000431,CU001207,3478.50,GTQ,23700.50,20222.00,2025-10-25T23:51:26Z
TX0006696,CU000677,1014.94,GTQ,30731.31,30731.31,2025-10-26T00:20:59Z
TX0007408,CU001331,543.75,USD,39057.83,38514.08,2025-10-26T00:53:15Z
TX0006557,CU000645,505.13,USD,5933.08,5427.95,2025-10-26T01:10:19Z
TX0003566,CU001474,4316.17,GTQ,135423.01,131106.84,2025-10-26T01:48:06Z
TX0001788,CU001042,471.74,GTQ,7076.18,6604.44,2025-10-26T02:30:46Z
TX0002663,CU001076,969.05,USD,5119.91,4150.86,2025-10-26T02:33:07Z
TX0001205,CU000373,10889.78,USD,26875.03,15985.25,2025-10-26T02:46:19Z
TX0005509,CU000612,844.35,GTQ,17304.91,16460.56,2025-10-26T03:51:13Z
TX0001183,CU000710,1197.10,USD,22867.45,21670.35,2025-10-26T04:13:42Z
TX0006007,CU000873,332.80,USD,13386.68,13053.88,2025-10-26T04:27:39Z
TX0003719,CU000156,2183.76,USD,61195.92,61195.92,2025-10-26T04:48:06Z
TX0007734,CU001309,1248.74,GTQ,29607.07,28358.33,2025-10-26T04:50:36Z
TX0005306,CU000689,2115.30,USD,11179.02,11179.02,2025-10-26T05:14:49Z
TX0001605,CU000558,132.20,USD,15415.48,15283.28,2025-10-26T05:53:43Z
TX0006322,CU001192,1879.94,GTQ,52945.17,51065.23,2025-10-26T05:56:43Z
TX0008537,CU001737,1917.23,USD,8803.40,6886.17,2025-10-26T06:46:10Z
TX0001019,CU001199,339.76,USD,39715.69,39375.93,2025-10-26T07:11:14Z
TX0004013,CU001209,1198.09,USD,11752.57,10554.48,2025-10-26T07:28:02Z
TX0004650,CU001404,2148.09,USD,7190.02,5041.93,2025-10-26T08:09:00Z
TX0002152,CU000910,1018.72,GTQ,337321.58,336302.86,2025-10-26T08:34:21Z
TX0008623,CU000692,711.57,USD,17270.33,16558.76,2025-10-26T08:39:20Z
TX0000939,CU001621,605.58,USD,326807.65,326202.07,2025-10-26T08:43:27Z
TX0007909,CU000522,2615.00,USD,25144.51,22529.51,2025-10-26T09:55:45Z
TX0000768,CU001301,1093.08,GTQ,174391.56,173298.48,2025-10-26T10:20:47Z
TX0002825,CU001451,2493.03,USD,8585.78,6092.75,2025-10-26T11:02:19Z
TX0003568,CU001242,223.35,GTQ,7333.59,7110.24,2025-10-26T11:55:22Z
TX0005580,CU001161,1220.21,GTQ,32284.14,32284.14,2025-10-26T12:19:19Z
TX0004374,CU000542,435.22,USD,31940.37,31505.15,2025-10-26T12:44:13Z
TX0006289,CU000450,1284.70,USD,27586.27,27586.27,2025-10-26T12:58:43Z
TX0003926,CU000802,718.22,USD,31271.60,30553.38,2025-10-26T13:01:30Z
TX0008451,CU000414,469.64,USD,2397.65,1928.01,2025-10-26T13:55:00Z
TX0002806,CU000705,1729.45,USD,43378.58,41649.13,2025-10-26T14:15:47Z
TX0004465,CU000906,402.74,GTQ,38741.81,38339.07,2025-10-26T14:23:29Z
TX0005619,CU000429,1111.94,USD,12317.04,11205.10,2025-10-26T14:29:26Z
TX0002737,CU001260,1076.47,USD,3598.18,2521.71,2025-10-26T14:42:27Z
TX0003895,CU001276,1087.98,GTQ,28272.21,27184.23,2025-10-26T15:53:01Z
TX0007019,CU001719,1449.63,GTQ,9636.61,8186.98,2025-10-26T16:17:19Z
TX0000734,CU001155,2579.03,GTQ,31520.95,28941.92,2025-10-26T16:37:19Z
TX0000759,CU000799,1430.31,GTQ,948.59,-481.72,2025-10-26T16:48:01Z
TX0004321,CU000772,1289.83,GTQ,22521.17,21231.34,2025-10-26T16:48:53Z
TX0004551,CU000708,367.73,GTQ,22360.91,21993.18,2025-10-26T17:01:27Z
TX0003321,CU000044,3516.73,USD,33936.71,30419.98,2025-10-26T17:53:50Z
TX0007896,CU001737,1854.92,GTQ,6886.17,5031.25,2025-10-26T18:53:56Z
TX0002083,CU000588,458.38,USD,16054.62,15596.24,2025-10-26T20:17:54Z
TX0006184,CU000588,1198.57,GTQ,15596.24,14397.67,2025-10-26T21:59:53Z
TX0001887,CU000773,1397.68,USD,27575.93,26178.25,2025-10-26T22:14:38Z
TX0001381,CU001512,4697.22,GTQ,8109.36,3412.14,2025-10-26T22:27:47Z
TX0002804,CU000405,439.18,USD,52756.46,52317.28,2025-10-27T00:10:44Z
TX0003186,CU000507,618.25,GTQ,14523.32,13905.07,2025-10-27T00:36:52Z
TX0007665,CU000945,413.57,GTQ,18517.79,18104.22,2025-10-27T01:08:59Z
TX0001697,CU001422,152.05,USD,24990.62,24838.57,2025-10-27T01:29:40Z
TX0004803,CU000348,1356.57,USD,32741.77,31385.20,2025-10-27T02:19:00Z
TX0000888,CU001679,873.72,USD,37760.18,36886.46,2025-10-27T02:24:48Z
TX0004890,CU000014,739.00,GTQ,18124.52,17385.52,2025-10-27T02:37:22Z
TX0005361,CU001686,2985.52,GTQ,63362.29,60376.77,2025-10-27T02:37:37Z
TX0003909,CU000434,864.95,GTQ,33633.14,32768.19,2025-10-27T02:45:22Z
TX0005437,CU000297,882.46,USD,276841.98,275959.52,2025-10-27T03:23:23Z
TX0004078,CU001122,1085.14,USD,18795.57,17710.43,2025-10-27T03:48:50Z
TX0008805,CU001294,3551.75,GTQ,32689.93,29138.18,2025-10-27T06:12:42Z
TX0000327,CU001028,970.02,GTQ,12254.15,11284.13,2025-10-27T07:37:49Z
TX0003600,CU000519,1075.76,USD,38350.30,37274.54,2025-10-27T08:04:56Z
TX0002157,CU000236,571.52,USD,41204.02,40632.50,2025-10-27T08:37:16Z
TX0002235,CU000439,1117.91,USD,2740.76,1622.85,2025-10-27T09:37:48Z
TX0006971,CU000117,1092.78,USD,31608.60,30515.82,2025-10-27T09:58:17Z
TX0007718,CU001771,1046.91,GTQ,34977.11,33930.20,2025-10-27T10:23:34Z
TX0003165,CU001170,1121.17,GTQ,33321.41,32200.24,2025-10-27T10:31:36Z
TX0005463,CU000048,4709.08,USD,19169.64,14460.56,2025-10-27T10:44:00Z
TX0001935,CU001222,1438.83,USD,8728.72,7289.89,2025-10-27T11:37:35Z
TX0003722,CU001524,468.87,USD,38051.49,38051.49,2025-10-27T12:34:22Z
TX0003287,CU000196,1887.05,USD,9591.34,7704.29,2025-10-27T12:41:23Z
TX0003937,CU000927,1134.84,USD,19412.61,18277.77,2025-10-27T13:09:03Z
TX0001312,CU001081,2148.12,USD,59663.71,57515.59,2025-10-27T14:01:39Z
TX0002507,CU001747,561.15,USD,51213.54,50652.39,2025-10-27T14:09:04Z
TX0001256,CU001102,301.85,GTQ,25900.05,25598.20,2025-10-27T14:25:06Z
TX0001685,CU001071,785.50,USD,20341.94,19556.44,2025-10-27T14:39:23Z
TX0006801,CU000151,1147.16,USD,23575.93,22428.77,2025-10-27T15:07:23Z
TX0001299,CU001471,2125.53,GTQ,240890.03,238764.50,2025-10-27T15:59:08Z
TX0006075,CU001372,1008.11,GTQ,4713.24,3705.13,2025-10-27T16:02:52Z
TX0005149,CU001349,531.10,GTQ,9729.83,9198.73,2025-10-27T16:46:43Z
TX0007438,CU000211,913.46,GTQ,22274.58,21361.12,2025-10-27T17:39:35Z
TX0002307,CU001076,3172.38,USD,4150.86,978.48,2025-10-27T17:50:44Z
TX0005525,CU000674,824.83,USD,9749.10,8924.27,2025-10-27T18:33:07Z
TX0000394,CU000496,778.09,GTQ,27842.65,27064.56,2025-10-27T18:47:03Z
TX0002114,CU000244,1828.31,GTQ,39611.94,37783.63,2025-10-27T19:31:14Z
TX0006060,CU001796,5570.70,GTQ,34192.79,28622.09,2025-10-27T20:32:39Z
TX0008242,CU000054,3000.93,USD,20342.99,17342.06,2025-10-27T20:58:51Z
TX0000241,CU001069,1054.67,GTQ,6424.35,6424.35,2025-10-27T22:25:57Z
TX0004729,CU000595,966.94,GTQ,33659.28,32692.34,2025-10-27T23:07:04Z
TX0000285,CU001424,964.31,GTQ,8979.33,8015.02,2025-10-27T23:20:29Z
TX0004823,CU001232,734.49,USD,19969.43,19234.94,2025-10-27T23:23:02Z
TX0002436,CU001460,2429.63,USD,219444.67,217015.04,2025-10-27T23:54:05Z
TX0006343,CU001169,870.39,USD,27605.18,26734.79,2025-10-28T00:01:21Z
TX0003622,CU000206,295.81,GTQ,18736.56,18440.75,2025-10-28T00:04:21Z
TX0000913,CU000522,2591.04,GTQ,22529.51,19938.47,2025-10-28T00:41:07Z
TX0001900,CU000878,756.79,GTQ,5454.04,4697.25,2025-10-28T01:03:00Z
TX0001155,CU000437,1211.63,GTQ,4889.77,3678.14,2025-10-28T01:22:48Z
TX0003811,CU000856,530.51,USD,58295.84,57765.33,2025-10-28T01:25:48Z
TX0004866,CU000165,1615.79,USD,33717.88,32102.09,2025-10-28T02:07:59Z
TX0008017,CU000665,435.31,GTQ,36179.92,35744.61,2025-10-28T03:20:51Z
TX0007935,CU001401,1727.59,USD,24275.56,22547.97,2025-10-28T04:06:19Z
TX0008108,CU001067,1365.30,GTQ,5516.39,4151.09,2025-10-28T04:13:53Z
TX0005304,CU000186,1202.24,USD,51238.04,50035.80,2025-10-28T04:56:41Z
TX0002070,CU001500,263.57,GTQ,27689.07,27425.50,2025-10-28T05:19:34Z
TX0001574,CU001773,2314.23,USD,35728.36,33414.13,2025-10-28T05:26:49Z
TX0007222,CU000428,3377.11,USD,22477.36,19100.25,2025-10-28T05:41:35Z
TX0004412,CU001481,1015.62,USD,43751.79,42736.17,2025-10-28T06:08:25Z
TX0006021,CU001107,4107.43,USD,20297.34,16189.91,2025-10-28T07:03:18Z
TX0008350,CU001013,1609.31,USD,34528.08,32918.77,2025-10-28T07:17:32Z
TX0008967,CU000519,2470.74,USD,37274.54,34803.80,2025-10-28T07:24:13Z
TX0007561,CU001509,3680.33,USD,4447.74,767.41,2025-10-28T07:52:09Z
TX0005765,CU000559,2889.81,GTQ,30503.46,27613.65,2025-10-28T08:16:33Z
TX0006762,CU000430,1193.09,GTQ,1713.93,520.84,2025-10-28T08:50:49Z
TX0000120,CU001603,3792.51,USD,27767.70,23975.19,2025-10-28T09:20:15Z
TX0004689,CU000416,2029.02,GTQ,21812.05,19783.03,2025-10-28T09:37:49Z
TX0008836,CU001768,370.73,GTQ,10091.75,9721.02,2025-10-28T09:57:09Z
TX0001274,CU001558,567.48,USD,34849.72,34282.24,2025-10-28T10:04:14Z
TX0003098,CU001453,1804.77,USD,103332.62,101527.85,2025-10-28T10:08:34Z
TX0001443,CU000579,374.29,USD,1038.34,664.05,2025-10-28T11:39:39Z
TX0002988,CU000861,511.74,GTQ,29364.69,28852.95,2025-10-28T12:01:46Z
TX0001449,CU001679,424.22,USD,36886.46,36462.24,2025-10-28T12:34:52Z
TX0006669,CU000695,2676.60,USD,242016.34,239339.74,2025-10-28T12:43:13Z
TX0001920,CU001286,3460.73,USD,22879.93,19419.20,2025-10-28T13:50:26Z
TX0003670,CU000444,1336.61,USD,37103.51,35766.90,2025-10-28T13:53:54Z
TX0000279,CU001248,847.54,USD,58176.58,57329.04,2025-10-28T14:09:15Z
TX0000890,CU000132,811.33,USD,39589.49,38778.16,2025-10-28T14:44:42Z
TX0000504,CU001050,329.55,GTQ,98885.88,98556.33,2025-10-28T16:01:49Z
TX0004722,CU000684,290.18,GTQ,4141.40,4141.40,2025-10-28T16:06:41Z
TX0008185,CU000023,1830.88,USD,89694.96,87864.08,2025-10-28T16:54:57Z
TX0001233,CU001668,1128.17,USD,36394.03,35265.86,2025-10-28T17:38:56Z
TX0004178,CU000507,4448.12,USD,13905.07,9456.95,2025-10-28T17:42:06Z
TX0007797,CU001716,325.58,GTQ,2940.75,2615.17,2025-10-28T18:32:29Z
TX0001037,CU001553,13428.95,GTQ,8661.43,8661.43,2025-10-28T18:36:29Z
TX0000909,CU000204,384.78,USD,37279.66,36894.88,2025-10-28T19:03:54Z
TX0002725,CU000013,713.47,USD,31617.21,30903.74,2025-10-28T19:29:41Z
TX0004502,CU001200,2220.43,USD,8518.12,6297.69,2025-10-28T20:27:49Z
TX0002681,CU001061,4570.80,GTQ,7338.50,2767.70,2025-10-28T20:30:41Z
TX0002482,CU000702,2061.26,GTQ,203272.76,201211.50,2025-10-28T21:51:04Z
TX0005652,CU000209,391.83,USD,25939.91,25939.91,2025-10-28T22:31:31Z
TX0008150,CU001747,6872.70,USD,50652.39,43779.69,2025-10-28T22:47:32Z
TX0003627,CU000376,1333.43,USD,47346.56,46013.13,2025-10-28T23:31:28Z
TX0004801,CU000056,1416.71,USD,37834.47,36417.76,2025-10-29T00:08:07Z
TX0008395,CU000355,987.79,USD,30605.76,29617.97,2025-10-29T00:19:19Z
TX0003897,CU001656,426.82,GTQ,56843.09,56843.09,2025-10-29T00:33:51Z
TX0006285,CU001009,1282.34,USD,28939.87,27657.53,2025-10-29T00:37:58Z
TX0001940,CU001402,2342.01,USD,10020.96,7678.95,2025-10-29T01:05:23Z
TX0004283,CU000802,1750.76,USD,30553.38,28802.62,2025-10-29T01:30:04Z
TX0006880,CU000104,4557.62,GTQ,25095.96,20538.34,2025-10-29T01:36:26Z
TX0000537,CU000234,388.90,GTQ,13772.55,13383.65,2025-10-29T02:41:21Z
TX0006719,CU000555,1992.68,GTQ,20153.87,18161.19,2025-10-29T02:44:14Z
TX0005713,CU000228,1426.54,USD,14293.52,12866.98,2025-10-29T02:49:50Z
TX0005495,CU001426,3338.54,USD,14254.56,10916.02,2025-10-29T02:51:32Z
TX0004567,CU001145,427.50,GTQ,55961.49,55533.99,2025-10-29T03:06:39Z
TX0008992,CU000292,495.13,GTQ,5414.64,4919.51,2025-10-29T03:23:20Z
TX0003553,CU001446,886.33,GTQ,9995.06,9108.73,2025-10-29T03:36:02Z
TX0007342,CU000007,1029.98,GTQ,11149.86,11149.86,2025-10-29T03:38:38Z
TX0008682,CU000144,1781.92,USD,215750.84,215750.84,2025-10-29T03:49:49Z
TX0004146,CU000476,220.68,USD,55175.05,54954.37,2025-10-29T05:06:27Z
TX0000991,CU000021,342.96,GTQ,40299.40,39956.44,2025-10-29T05:07:14Z
TX0006239,CU000346,966.85,USD,52234.15,51267.30,2025-10-29T05:44:23Z
TX0003209,CU001502,345.74,USD,32392.92,32047.18,2025-10-29T05:56:50Z
TX0000789,CU000596,3242.20,GTQ,5088.78,1846.58,2025-10-29T06:04:26Z
TX0004604,CU000533,311.74,GTQ,19648.63,19336.89,2025-10-29T06:41:54Z
TX0006086,CU000038,1299.91,USD,13845.26,12545.35,2025-10-29T07:04:46Z
TX0007955,CU001766,251.15,USD,28273.27,28022.12,2025-10-29T07:07:47Z
TX0003579,CU001400,1343.35,USD,7598.36,6255.01,2025-10-29T07:10:04Z
TX0006518,CU000843,2956.07,GTQ,208606.25,205650.18,2025-10-29T07:26:05Z
TX0000163,CU000463,538.52,GTQ,57028.91,56490.39,2025-10-29T07:33:05Z
TX0001662,CU000660,2783.16,GTQ,18423.55,15640.39,2025-10-29T08:09:17Z
TX0000367,CU001332,458.23,USD,38923.32,38465.09,2025-10-29T08:38:50Z
TX0004080,CU000498,1354.06,USD,34582.93,33228.87,2025-10-29T09:05:51Z
TX0007230,CU001188,1968.06,USD,53534.20,51566.14,2025-10-29T10:08:23Z
TX0007012,CU001652,397.23,USD,13565.38,13565.38,2025-10-29T10:49:52Z
TX0005769,CU000138,1712.22,USD,34055.99,32343.77,2025-10-29T10:53:21Z
